woorden,lettergrepen,aantal lettergrepen
gastenlijstjes,"['gas', 'ten', 'lijst', 'jes']",4
startvakje,"['start', 'vak', 'je']",3
gegeven,"['ge', 'ge', 'ven']",3
glipte door,"['glip', 'te', 'door']",3
hernoemde,"['her', 'noem', 'de']",3
Zagrebbertjes,"['Za', 'greb', 'ber', 'tjes']",4
dictee,"['dic', 'tee']",2
havencafés,"['ha', 'ven', 'ca', 'fés']",4
zangles,"['zang', 'les']",2
Tsjechië,"['Tsje', 'chië']",2
portee,"['por', 'tee']",2
strop,['strop'],1
baritonsaxofonist,"['ba', 'ri', 'ton', 'saxo', 'fo', 'nist']",6
wedijver,"['wed', 'ij', 'ver']",3
godver,"['god', 'ver']",2
heg,['heg'],1
soggen,"['sog', 'gen']",2
verthuisd,"['ver', 'thuisd']",2
turbine,"['tur', 'bi', 'ne']",3
bakmeel,"['bak', 'meel']",2
thorax,"['tho', 'rax']",2
beslisters,"['be', 'slis', 'ters']",3
zestigtallig,"['zes', 'tig', 'tal', 'lig']",4
interpelleren,"['in', 'ter', 'pel', 'le', 'ren']",5
ochtendlijkste,"['och', 'tend', 'lijk', 'ste']",4
ontveld,"['ont', 'veld']",2
Belize,"['Be', 'li', 'ze']",3
versterking,"['ver', 'ster', 'king']",3
acanthussen,"['acan', 'thus', 'sen']",3
examinandus,"['exa', 'mi', 'nan', 'dus']",4
diepvries,"['diep', 'vries']",2
ambachtshuis,"['am', 'bachts', 'huis']",3
acaricidetjes,"['aca', 'ri', 'ci', 'de', 'tjes']",5
cabaret,"['ca', 'ba', 'ret']",3
momboirs,"['mom', 'boirs']",2
vertolkt,"['ver', 'tolkt']",2
staartelozere,"['staar', 'te', 'lo', 'ze', 're']",5
abseilen,"['ab', 'sei', 'len']",3
Passiezondag,"['Pas', 'sie', 'zon', 'dag']",4
kruimeldiefstallen,"['krui', 'mel', 'dief', 'stal', 'len']",5
stamhuis,"['stam', 'huis']",2
afwikkeling,"['af', 'wik', 'ke', 'ling']",4
sopraantjes,"['so', 'praan', 'tjes']",3
verspreken,"['ver', 'spre', 'ken']",3
wegstuffen,"['weg', 'stuf', 'fen']",3
huichelachtig,"['hui', 'chel', 'ach', 'tig']",4
veroveren,"['ver', 'ove', 'ren']",3
middellangeafstandsraket,"['mid', 'del', 'lan', 'ge', 'af', 'stands', 'ra', 'ket']",8
schrot,['schrot'],1
legoë,"['le', 'goë']",2
onemotioneels,"['on', 'emo', 'ti', 'o', 'neels']",5
aardbeienbedje,"['aard', 'bei', 'en', 'bed', 'je']",5
tabelvormigers,"['ta', 'bel', 'vor', 'mi', 'gers']",5
angiotensine,"['an', 'gio', 'ten', 'si', 'ne']",5
binder,"['bin', 'der']",2
tweedeklascoupés,"['twee', 'de', 'klas', 'cou', 'pés']",5
ophokken,"['op', 'hok', 'ken']",3
samaren,"['sa', 'ma', 'ren']",3
Talysh,"['Ta', 'lysh']",2
resumés,"['re', 'su', 'més']",3
tegenstaan,"['te', 'gen', 'staan']",3
onwillekeurige,"['on', 'wil', 'le', 'keu', 'ri', 'ge']",6
aandrijfsysteempjes,"['aan', 'drijf', 'sys', 'teem', 'pjes']",5
vierlingen,"['vier', 'lin', 'gen']",3
antropobiologie,"['an', 'tro', 'po', 'bio', 'lo', 'gie']",6
hip,['hip'],1
#NAME?,['-tjes'],1
Paduaans,"['Pa', 'du', 'aans']",3
nijd,['nijd'],1
kariboe,"['ka', 'ri', 'boe']",3
atoomtheorie,"['atoom', 'the', 'o', 'rie']",4
inruilen,"['in', 'rui', 'len']",3
genoemde,"['ge', 'noem', 'de']",3
splinteren,"['splin', 'te', 'ren']",3
getverderrie,"['get', 'ver', 'der', 'rie']",4
fluitjes,"['fluit', 'jes']",2
kunsthalletje,"['kunst', 'hal', 'le', 'tje']",4
onaangekleeds,"['on', 'aan', 'ge', 'kleeds']",4
inspecteur,"['in', 'spec', 'teur']",3
kerstkleding,"['kerst', 'kle', 'ding']",3
hoekhuis,"['hoek', 'huis']",2
anglofoon,"['an', 'glo', 'foon']",3
titans,"['ti', 'tans']",2
redactioneel,"['re', 'dac', 'ti', 'o', 'neel']",5
duurbaarst,"['duur', 'baarst']",2
bakplaat,"['bak', 'plaat']",2
weggeschrapt,"['weg', 'ge', 'schrapt']",3
eba,['eba'],1
affidavit,"['af', 'fi', 'da', 'vit']",4
Februaristaking,"['Fe', 'bru', 'a', 'ri', 'sta', 'king']",6
dubbelchecken,"['dub', 'bel', 'chec', 'ken']",4
aakjes,"['aak', 'jes']",2
tweernend,"['tweer', 'nend']",2
rijkswachtertje,"['rijks', 'wach', 'ter', 'tje']",4
Oost-Huasteeks Nahuatl,"['Oost-Hu', 'as', 'teeks', 'Na', 'hu', 'atl']",6
lijmpoginkje,"['lijm', 'po', 'gin', 'kje']",4
Kinderboekenweek,"['Kin', 'der', 'boe', 'ken', 'week']",5
oudheid,"['oud', 'heid']",2
eennervigs,"['een', 'ner', 'vigs']",3
finishen,"['fi', 'ni', 'shen']",3
plaskettinkje,"['plas', 'ket', 'tin', 'kje']",4
flora,"['flo', 'ra']",2
galvanisch,"['gal', 'va', 'nisch']",3
incus,"['in', 'cus']",2
eenfasesynchroonmotor,"['een', 'fa', 'se', 'syn', 'chroon', 'mo', 'tor']",7
atoomagentschap,"['atoom', 'agent', 'schap']",3
nestelhaak,"['nes', 'tel', 'haak']",3
chirurgie,"['chi', 'rur', 'gie']",3
Elemidriehoek,"['Ele', 'mi', 'drie', 'hoek']",4
rigolades,"['ri', 'go', 'la', 'des']",4
nadien,"['na', 'dien']",2
spinnetjes,"['spin', 'ne', 'tjes']",3
framboos,"['fram', 'boos']",2
kerkhervormertje,"['kerk', 'her', 'vor', 'mer', 'tje']",5
zuurtje,"['zuur', 'tje']",2
pok,['pok'],1
atriumtuin,"['atri', 'um', 'tuin']",3
genre,"['gen', 're']",2
Filipijnen,"['Fi', 'li', 'pij', 'nen']",4
geweten,"['ge', 'we', 'ten']",3
smeermiddel,"['smeer', 'mid', 'del']",3
baardharen,"['baard', 'ha', 'ren']",3
a.h.w.,['a.h.w.'],1
pronkziek,"['pronk', 'ziek']",2
retrospectief,"['re', 'tro', 'spec', 'tief']",4
zandberg,"['zand', 'berg']",2
stromends,"['stro', 'mends']",2
liksteen,"['lik', 'steen']",2
aucties,"['auc', 'ties']",2
havenhoofd,"['ha', 'ven', 'hoofd']",3
getrasseerd,"['ge', 'tras', 'seerd']",3
antilichamen,"['an', 'ti', 'li', 'cha', 'men']",5
sapperloot,"['sap', 'per', 'loot']",3
begripsvermogen,"['be', 'grips', 'ver', 'mo', 'gen']",5
woonakkoord,"['woon', 'ak', 'koord']",3
alfabetisch,"['al', 'fa', 'be', 'tisch']",4
kletste,"['klets', 'te']",2
gevoelstemperatuur,"['ge', 'voels', 'tem', 'pe', 'ra', 'tuur']",6
remblokje,"['rem', 'blok', 'je']",3
necrologie,"['ne', 'cro', 'lo', 'gie']",4
soldeerbout,"['sol', 'deer', 'bout']",3
damesliefde,"['da', 'mes', 'lief', 'de']",4
opmeten,"['op', 'me', 'ten']",3
zeilval,"['zeil', 'val']",2
verlangen,"['ver', 'lan', 'gen']",3
inklinken,"['in', 'klin', 'ken']",3
abc-boekje,"['abc-boek', 'je']",2
pezewever,"['pe', 'ze', 'we', 'ver']",4
aanbevelinkjes,"['aan', 'be', 've', 'lin', 'kjes']",5
klinkhoef,"['klink', 'hoef']",2
git,['git'],1
fornuispit,"['for', 'nuis', 'pit']",3
lijwaarts,"['lij', 'waarts']",2
visboer,"['vis', 'boer']",2
uitstrooit,"['uit', 'strooit']",2
naamplaat,"['naam', 'plaat']",2
prinzipienreiterei,"['prin', 'zi', 'pi', 'en', 'rei', 'te', 'rei']",7
Oudfries,"['Oud', 'fries']",2
chirologie,"['chi', 'ro', 'lo', 'gie']",4
borrelde,"['bor', 'rel', 'de']",3
meerpaal,"['meer', 'paal']",2
paternalistischere,"['pa', 'ter', 'na', 'lis', 'ti', 'sche', 're']",7
mooiste,"['mooi', 'ste']",2
zestighoek,"['zes', 'tig', 'hoek']",3
rijwielhandeltjes,"['rij', 'wiel', 'han', 'del', 'tjes']",5
Even,['Even'],1
soloactie,"['so', 'lo', 'ac', 'tie']",4
stammenstrijd,"['stam', 'men', 'strijd']",3
pseudokroep,"['pseu', 'do', 'kroep']",3
makelaarskantoortjes,"['ma', 'ke', 'laars', 'kan', 'toor', 'tjes']",6
doceerde,"['do', 'ceer', 'de']",3
sleepnetten,"['sleep', 'net', 'ten']",3
enveloppetje,"['en', 've', 'lop', 'pe', 'tje']",5
arbeidsinkomensquote,"['ar', 'beids', 'in', 'ko', 'mens', 'quo', 'te']",7
etiquetteregels,"['eti', 'quet', 'te', 're', 'gels']",5
bewassend,"['be', 'was', 'send']",3
Helsinki,"['Hel', 'sin', 'ki']",3
giechelden,"['gie', 'chel', 'den']",3
maisoogst,"['mais', 'oogst']",2
altereren,"['al', 'te', 're', 'ren']",4
natuurmonumentjes,"['na', 'tuur', 'mo', 'nu', 'ment', 'jes']",6
robot,"['ro', 'bot']",2
keellijst,"['keel', 'lijst']",2
vooraanstaand,"['voor', 'aan', 'staand']",3
holisme,"['ho', 'lis', 'me']",3
doordraait,"['door', 'draait']",2
vormingswerkertjes,"['vor', 'mings', 'wer', 'ker', 'tjes']",5
grondde,"['grond', 'de']",2
deernis,"['deer', 'nis']",2
danklied,"['dank', 'lied']",2
vergoelijken,"['ver', 'goe', 'lij', 'ken']",4
wielrenner,"['wiel', 'ren', 'ner']",3
winkelschapjes,"['win', 'kel', 'schap', 'jes']",4
draaitafel,"['draai', 'ta', 'fel']",3
kennisjes,"['ken', 'nis', 'jes']",3
opwindbaar,"['op', 'wind', 'baar']",3
kleurstofje,"['kleur', 'stof', 'je']",3
ingereden,"['in', 'ge', 're', 'den']",4
afvijlend,"['af', 'vij', 'lend']",3
taxshift,"['tax', 'shift']",2
tuf,['tuf'],1
meegewild,"['mee', 'ge', 'wild']",3
gebint,"['ge', 'bint']",2
grootoorvos,"['groot', 'oor', 'vos']",3
zwammen,"['zwam', 'men']",2
huiselijkst,"['hui', 'se', 'lijkst']",3
roodnekken,"['rood', 'nek', 'ken']",3
lokaliteit,"['lo', 'ka', 'li', 'teit']",4
doorgedraaid,"['door', 'ge', 'draaid']",3
eenlettergrepig,"['een', 'let', 'ter', 'gre', 'pig']",5
opgeperst,"['op', 'ge', 'perst']",3
stoomkoker,"['stoom', 'ko', 'ker']",3
hak,['hak'],1
spookwoordje,"['spook', 'woord', 'je']",3
samenscholingsverbod,"['sa', 'men', 'scho', 'lings', 'ver', 'bod']",6
repareert,"['re', 'pa', 'reert']",3
genuttigde,"['ge', 'nut', 'tig', 'de']",4
wikiwoordenboek,"['wi', 'ki', 'woor', 'den', 'boek']",5
afhelp,"['af', 'help']",2
kerkbelletje,"['kerk', 'bel', 'le', 'tje']",4
objectentheater,"['ob', 'jec', 'ten', 'the', 'a', 'ter']",6
zesentwintigjarigs,"['zes', 'en', 'twin', 'tig', 'ja', 'rigs']",6
chippasje,"['chip', 'pas', 'je']",3
dreinerige,"['drei', 'ne', 'ri', 'ge']",4
absolutiefjes,"['ab', 'so', 'lu', 'tief', 'jes']",5
competeren,"['com', 'pe', 'te', 'ren']",4
verfomfaaidst,"['ver', 'fom', 'faaidst']",3
grondrecht,"['grond', 'recht']",2
hemelwatertje,"['he', 'mel', 'wa', 'ter', 'tje']",5
endjes,"['end', 'jes']",2
gadeloost,"['ga', 'de', 'loost']",3
misprijzender,"['mis', 'prij', 'zen', 'der']",4
aandrijfriempjes,"['aan', 'drijf', 'riem', 'pjes']",4
pijnappelklier,"['pijn', 'ap', 'pel', 'klier']",4
nagevraagd,"['na', 'ge', 'vraagd']",3
kaaimannetjes,"['kaai', 'man', 'ne', 'tjes']",4
offerlammeren,"['of', 'fer', 'lam', 'me', 'ren']",5
patriarchaals,"['pa', 'tri', 'ar', 'chaals']",4
rotters,"['rot', 'ters']",2
Bihar,"['Bi', 'har']",2
gitarist,"['gi', 'ta', 'rist']",3
kokosnoten,"['ko', 'kos', 'no', 'ten']",4
sperwer,"['sper', 'wer']",2
probatie,"['pro', 'ba', 'tie']",3
heugelijke,"['heu', 'ge', 'lij', 'ke']",4
ingenieur,"['in', 'ge', 'ni', 'eur']",4
violaties,"['vi', 'o', 'la', 'ties']",4
killerbijtjes,"['kil', 'ler', 'bij', 'tjes']",4
balizie,"['ba', 'li', 'zie']",3
hautainst,"['hau', 'tainst']",2
piepends,"['pie', 'pends']",2
vertrekstaat,"['ver', 'trek', 'staat']",3
dijkages,"['dij', 'ka', 'ges']",3
solvolyse,"['sol', 'vo', 'ly', 'se']",4
belligerentste,"['bel', 'li', 'ge', 'rent', 'ste']",5
watermoleculen,"['wa', 'ter', 'mo', 'le', 'cu', 'len']",6
kinderhandel,"['kin', 'der', 'han', 'del']",4
kalfde in,"['kalf', 'de', 'in']",3
sleutelhanger,"['sleu', 'tel', 'han', 'ger']",4
maantje,"['maan', 'tje']",2
eetcafé,"['eet', 'ca', 'fé']",3
bureauambtenaren,"['bu', 'reau', 'amb', 'te', 'na', 'ren']",6
jihad,"['ji', 'had']",2
achteruitwijken,"['ach', 'ter', 'uit', 'wij', 'ken']",5
verduistert,"['ver', 'duis', 'tert']",3
vaag,['vaag'],1
welkomstwoord,"['wel', 'komst', 'woord']",3
Derde Wereldoorlog,"['Der', 'de', 'We', 'reld', 'oor', 'log']",6
melder,"['mel', 'der']",2
barns,['barns'],1
aardbeienvlaai,"['aard', 'bei', 'en', 'vlaai']",4
tuinaarde,"['tuin', 'aar', 'de']",3
kwarteeuw,"['kwart', 'eeuw']",2
dwaalweg,"['dwaal', 'weg']",2
noodweerexcessen,"['nood', 'weer', 'ex', 'ces', 'sen']",5
god,['god'],1
rechtsom,"['rechts', 'om']",2
sandwich,"['sand', 'wich']",2
enz.,['enz.'],1
vakbondsleden,"['vak', 'bonds', 'le', 'den']",4
stofdoek,"['stof', 'doek']",2
sijfelden,"['sij', 'fel', 'den']",3
tweesterrenhotel,"['twee', 'ster', 'ren', 'ho', 'tel']",5
woordbetekenissen,"['woord', 'be', 'te', 'ke', 'nis', 'sen']",6
krantenuitgever,"['kran', 'ten', 'uit', 'ge', 'ver']",5
easy listening,"['ea', 'sy', 'lis', 'te', 'ning']",5
vergif,"['ver', 'gif']",2
vrijgeven,"['vrij', 'ge', 'ven']",3
trecento,"['tre', 'cen', 'to']",3
nijverders,"['nij', 'ver', 'ders']",3
uitstieten,"['uit', 'stie', 'ten']",3
treinbestuurder,"['trein', 'be', 'stuur', 'der']",4
grensloost,"['grens', 'loost']",2
Bhutaanse ngultrums,"['Bhu', 'taan', 'se', 'ngul', 'trums']",5
zwom aan,"['zwom', 'aan']",2
schoolagenda,"['school', 'agen', 'da']",3
savantsyndroom,"['sa', 'vant', 'syn', 'droom']",4
Jura,"['Ju', 'ra']",2
kleinkinderen,"['klein', 'kin', 'de', 'ren']",4
lijnwaad,"['lijn', 'waad']",2
sluiter,"['slui', 'ter']",2
foto,"['fo', 'to']",2
zaadvastheid,"['zaad', 'vast', 'heid']",3
ADSL,['ADSL'],1
bagageruimtes,"['ba', 'ga', 'ge', 'ruim', 'tes']",5
sinaasappel,"['si', 'naas', 'ap', 'pel']",4
aandachttrekkertjes,"['aan', 'dacht', 'trek', 'ker', 'tjes']",5
destillaten,"['des', 'til', 'la', 'ten']",4
haperingen,"['ha', 'pe', 'rin', 'gen']",4
wegwezen,"['weg', 'we', 'zen']",3
prepositionalis,"['pre', 'po', 'si', 'ti', 'o', 'na', 'lis']",7
sergeantsstreep,"['ser', 'geants', 'streep']",3
vigoureuzere,"['vi', 'gou', 'reu', 'ze', 're']",5
oproepinstallatie,"['op', 'roep', 'in', 'stal', 'la', 'tie']",6
parafernalia,"['pa', 'ra', 'fer', 'na', 'lia']",5
benevolent,"['be', 'ne', 'vo', 'lent']",4
invliegt,"['in', 'vliegt']",2
victoriaanse,"['vic', 'to', 'ri', 'aan', 'se']",5
koeling,"['koe', 'ling']",2
raderstoomboot,"['ra', 'der', 'stoom', 'boot']",4
relaxen,"['re', 'laxen']",2
pijnstoornis,"['pijn', 'stoor', 'nis']",3
aeronomie,"['ae', 'ro', 'no', 'mie']",4
veehouder,"['vee', 'hou', 'der']",3
gaat aan,"['gaat', 'aan']",2
piccolosaxofoon,"['pic', 'co', 'lo', 'saxo', 'foon']",5
windroos,"['wind', 'roos']",2
asieladvocaat,"['asiel', 'ad', 'vo', 'caat']",4
coronasterfgevallen,"['co', 'ro', 'na', 'sterf', 'ge', 'val', 'len']",7
cybergeneratie,"['cy', 'ber', 'ge', 'ne', 'ra', 'tie']",6
slash,['slash'],1
defibrillator,"['de', 'fi', 'bril', 'la', 'tor']",5
verdeling,"['ver', 'de', 'ling']",3
verkeerds,"['ver', 'keerds']",2
jachtjes,"['jacht', 'jes']",2
inbreker,"['in', 'bre', 'ker']",3
sperma-injectie,"['spe', 'rma-in', 'jec', 'tie']",4
kleinoodjes,"['klei', 'nood', 'jes']",3
neerstorten,"['neer', 'stor', 'ten']",3
inrichtingen,"['in', 'rich', 'tin', 'gen']",4
koudefronten,"['kou', 'de', 'fron', 'ten']",4
landjes,"['land', 'jes']",2
sekses,"['sek', 'ses']",2
controversieel,"['con', 'tro', 'ver', 'si', 'eel']",5
tijgerogen,"['tij', 'ger', 'ogen']",3
weidevogels,"['wei', 'de', 'vo', 'gels']",4
pyjama,"['py', 'ja', 'ma']",3
weggeregend,"['weg', 'ge', 're', 'gend']",4
plaskettinkjes,"['plas', 'ket', 'tin', 'kjes']",4
aanlokkelijkheid,"['aan', 'lok', 'ke', 'lijk', 'heid']",5
hoofdredactionele,"['hoofd', 're', 'dac', 'ti', 'o', 'ne', 'le']",7
meteorologisch,"['me', 'te', 'o', 'ro', 'lo', 'gisch']",6
Beiroet,"['Bei', 'roet']",2
callcenter,"['call', 'cen', 'ter']",3
droeg rond,"['droeg', 'rond']",2
geringde,"['ge', 'ring', 'de']",3
voetstoel,"['voet', 'stoel']",2
karakteriserinkjes,"['ka', 'rak', 'te', 'ri', 'se', 'rin', 'kjes']",7
zwartekousenkerk,"['zwar', 'te', 'kou', 'sen', 'kerk']",5
geward,"['ge', 'ward']",2
taalvermogens,"['taal', 'ver', 'mo', 'gens']",4
lila-achtigere,"['li', 'la-ach', 'ti', 'ge', 're']",5
sterfbed,"['sterf', 'bed']",2
openluchttheaters,"['open', 'lucht', 'the', 'a', 'ters']",5
zonvakantietjes,"['zon', 'va', 'kan', 'tie', 'tjes']",5
perceptie,"['per', 'cep', 'tie']",3
kater,"['ka', 'ter']",2
Bergsere,"['Berg', 'se', 're']",3
kansenparel,"['kan', 'sen', 'pa', 'rel']",4
neurend,"['neu', 'rend']",2
anachronisme,"['ana', 'chro', 'nis', 'me']",4
aaneensluitingen,"['aan', 'een', 'slui', 'tin', 'gen']",5
wend,['wend'],1
lijf,['lijf'],1
medicaliseren,"['me', 'di', 'ca', 'li', 'se', 'ren']",6
entertje,"['en', 'ter', 'tje']",3
arbeidskrachten,"['ar', 'beids', 'krach', 'ten']",4
halftallig,"['half', 'tal', 'lig']",3
aanleuningspuntje,"['aan', 'leu', 'nings', 'punt', 'je']",5
broeiing,"['broei', 'ing']",2
hoedanig,"['hoe', 'da', 'nig']",3
smekenders,"['sme', 'ken', 'ders']",3
kuddegedrag,"['kud', 'de', 'ge', 'drag']",4
boeg,['boeg'],1
campylobacter,"['cam', 'py', 'lo', 'bac', 'ter']",5
rukker,"['ruk', 'ker']",2
dat is geen klein bier,"['dat', 'is', 'geen', 'klein', 'bier']",5
pedaaltje,"['pe', 'daal', 'tje']",3
erflating,"['erf', 'la', 'ting']",3
klimops,"['klim', 'ops']",2
roerloos,"['roer', 'loos']",2
kardinaal,"['kar', 'di', 'naal']",3
haastje-repje,"['haast', 'je-rep', 'je']",3
locomotortje,"['lo', 'co', 'mo', 'tor', 'tje']",5
eenentwintigjarig,"['een', 'en', 'twin', 'tig', 'ja', 'rig']",6
flinterigers,"['flin', 'te', 'ri', 'gers']",4
rosbief,"['ros', 'bief']",2
invaliditeit,"['in', 'va', 'li', 'di', 'teit']",5
zitten,"['zit', 'ten']",2
briljant,"['bril', 'jant']",2
puk,['puk'],1
waarschouwen,"['waar', 'schou', 'wen']",3
misstaan,"['mis', 'staan']",2
Des-groot,['Des-groot'],1
honderdeneen,"['hon', 'derd', 'en', 'een']",4
kleuterschool,"['kleu', 'ter', 'school']",3
omrankt,"['om', 'rankt']",2
sociaaldemocraat,"['so', 'ci', 'aal', 'de', 'mo', 'craat']",6
inkalven,"['in', 'kal', 'ven']",3
aanbeeldsblokje,"['aan', 'beelds', 'blok', 'je']",4
taikonaut,"['tai', 'ko', 'naut']",3
apsis,"['ap', 'sis']",2
immuners,"['im', 'mu', 'ners']",3
onsmakelijk,"['on', 'sma', 'ke', 'lijk']",4
vriendenprijsje,"['vrien', 'den', 'prijs', 'je']",4
Armeenst,"['Ar', 'meenst']",2
sluimerverbruik,"['slui', 'mer', 'ver', 'bruik']",4
Gerardjes,"['Ge', 'rard', 'jes']",3
aftekenen,"['af', 'te', 'ke', 'nen']",4
plaat,['plaat'],1
koekeloeren,"['koe', 'ke', 'loe', 'ren']",4
jaguarundi,"['ja', 'gua', 'run', 'di']",4
moeraal,"['moer', 'aal']",2
tuinwolfsmelk,"['tuin', 'wolfs', 'melk']",3
la,['la'],1
terugbellen,"['te', 'rug', 'bel', 'len']",4
kwatrijntjes,"['kwa', 'trijn', 'tjes']",3
schreeuw,['schreeuw'],1
vogelen,"['vo', 'ge', 'len']",3
keurmeester,"['keur', 'mees', 'ter']",3
dramatiseren,"['dra', 'ma', 'ti', 'se', 'ren']",5
smeerpoes,"['smeer', 'poes']",2
vastgoedfondsen,"['vast', 'goed', 'fond', 'sen']",4
efedrine,"['efe', 'dri', 'ne']",3
meisjesnaam,"['meis', 'jes', 'naam']",3
bloemententoonstellingen,"['bloe', 'men', 'ten', 'toon', 'stel', 'lin', 'gen']",7
analyseerde,"['ana', 'ly', 'seer', 'de']",4
serves,['serves'],1
kletserij,"['klet', 'se', 'rij']",3
schrijfbenodigdheden,"['schrijf', 'be', 'no', 'digd', 'he', 'den']",6
klaagfeminisme,"['klaag', 'fe', 'mi', 'nis', 'me']",5
actualiteitenprogramma's,"['ac', 'tu', 'a', 'li', 'tei', 'ten', 'pro', 'gram', ""ma's""]",9
kinderboek,"['kin', 'der', 'boek']",3
nam uiteen,"['nam', 'uit', 'een']",3
regelloost,"['re', 'gel', 'loost']",3
lamszwezerik,"['lams', 'zwe', 'ze', 'rik']",4
slordig,"['slor', 'dig']",2
vatte,"['vat', 'te']",2
feestrollen,"['feest', 'rol', 'len']",3
vistijd,"['vis', 'tijd']",2
wekdienst,"['wek', 'dienst']",2
Nyanja,"['Ny', 'an', 'ja']",3
nachtslot,"['nacht', 'slot']",2
luisteren,"['luis', 'te', 'ren']",3
stennetje,"['sten', 'ne', 'tje']",3
saffloer,"['saf', 'floer']",2
ronken,"['ron', 'ken']",2
motorjassen,"['mo', 'tor', 'jas', 'sen']",4
steriliseren,"['ste', 'ri', 'li', 'se', 'ren']",5
hukken,"['huk', 'ken']",2
tracédelen,"['tra', 'cé', 'de', 'len']",4
sensatie,"['sen', 'sa', 'tie']",3
supertof,"['su', 'per', 'tof']",3
veeleisendst,"['veel', 'ei', 'sendst']",3
competentie,"['com', 'pe', 'ten', 'tie']",4
schuifkaas,"['schuif', 'kaas']",2
kruipin,"['kruip', 'in']",2
fee,['fee'],1
opslurpen,"['op', 'slur', 'pen']",3
trommeldrogers,"['trom', 'mel', 'dro', 'gers']",4
adaxiaal,"['ad', 'axi', 'aal']",3
bloemenbonnetjes,"['bloe', 'men', 'bon', 'ne', 'tjes']",5
boeier,"['boei', 'er']",2
paardenbreedte,"['paar', 'den', 'breed', 'te']",4
schok,['schok'],1
vroegmalen,"['vroeg', 'ma', 'len']",3
techmavo,"['tech', 'ma', 'vo']",3
schutting,"['schut', 'ting']",2
viertakt,"['vier', 'takt']",2
gepluimte,"['ge', 'pluim', 'te']",3
noodwetjes,"['nood', 'wet', 'jes']",3
zeepost,"['zee', 'post']",2
sado,"['sa', 'do']",2
waterarm,"['wa', 'ter', 'arm']",3
briefroman,"['brief', 'ro', 'man']",3
vermeld,"['ver', 'meld']",2
zwengeltje,"['zwen', 'gel', 'tje']",3
confronteren,"['con', 'fron', 'te', 'ren']",4
rechterhand,"['rech', 'ter', 'hand']",3
electroclash,"['elec', 'tro', 'clash']",3
novum,"['no', 'vum']",2
hangerblok,"['han', 'ger', 'blok']",3
knallen,"['knal', 'len']",2
wellington,"['wel', 'ling', 'ton']",3
kamelen,"['ka', 'me', 'len']",3
bondspresidenten,"['bonds', 'pre', 'si', 'den', 'ten']",5
Stille Oceaan,"['Stil', 'le', 'Oce', 'aan']",4
Turkije,"['Tur', 'kije']",2
statiger,"['sta', 'ti', 'ger']",3
goudlokkige,"['goud', 'lok', 'ki', 'ge']",4
extravasaat,"['ex', 'tra', 'va', 'saat']",4
statutair,"['sta', 'tu', 'tair']",3
verdeelstekkertjes,"['ver', 'deel', 'stek', 'ker', 'tjes']",5
Fis-grootakkoordjes,"['Fis-groot', 'ak', 'koord', 'jes']",4
grind,['grind'],1
zoöfilie,"['zoö', 'fi', 'lie']",3
bladvlekje,"['blad', 'vlek', 'je']",3
luminescent,"['lu', 'mi', 'nes', 'cent']",4
vlasolie,"['vlas', 'olie']",2
gastvrouw,"['gast', 'vrouw']",2
u,['u'],1
knobbeltjes,"['knob', 'bel', 'tjes']",3
TAF,['TAF'],1
voorbeeldigere,"['voor', 'beel', 'di', 'ge', 're']",5
APV,['APV'],1
Moskovitischen,"['Mos', 'ko', 'vi', 'ti', 'schen']",5
geantwoord,"['ge', 'ant', 'woord']",3
aanpassend,"['aan', 'pas', 'send']",3
ruik,['ruik'],1
stappen,"['stap', 'pen']",2
rouleren,"['rou', 'le', 'ren']",3
indexeer,"['in', 'dexeer']",2
autoverhuurdertje,"['au', 'to', 'ver', 'huur', 'der', 'tje']",6
aidsbestrijdingen,"['aids', 'be', 'strij', 'din', 'gen']",5
Sinti,"['Sin', 'ti']",2
filigraan,"['fi', 'li', 'graan']",3
belwaarde,"['bel', 'waar', 'de']",3
bronwater,"['bron', 'wa', 'ter']",3
NSA,['NSA'],1
aartshertogdommetje,"['aarts', 'her', 'tog', 'dom', 'me', 'tje']",6
talentrijke,"['ta', 'lent', 'rij', 'ke']",4
condominium,"['con', 'do', 'mi', 'ni', 'um']",5
verwaaider,"['ver', 'waai', 'der']",3
zadelknop,"['za', 'del', 'knop']",3
uitschuifbaarst,"['uit', 'schuif', 'baarst']",3
aanpasbaar,"['aan', 'pas', 'baar']",3
beoefend,"['be', 'oe', 'fend']",3
opzwepen,"['op', 'zwe', 'pen']",3
formatiebudget,"['for', 'ma', 'tie', 'bud', 'get']",5
zoekmachinetjes,"['zoek', 'ma', 'chi', 'ne', 'tjes']",5
stuk verdriet,"['stuk', 'ver', 'driet']",3
waterrat,"['wa', 'ter', 'rat']",3
opvallendere,"['op', 'val', 'len', 'de', 're']",5
kleine modderkruiper,"['klei', 'ne', 'mod', 'der', 'krui', 'per']",6
aanstichting,"['aan', 'stich', 'ting']",3
Alkmaarse,"['Alk', 'maar', 'se']",3
cloisonné,"['cloi', 'son', 'né']",3
honderdjes,"['hon', 'derd', 'jes']",3
wildtypen,"['wild', 'ty', 'pen']",3
frontale,"['fron', 'ta', 'le']",3
zoetwatervis,"['zoet', 'wa', 'ter', 'vis']",4
leeftijdsdiscriminaties,"['leef', 'tijds', 'dis', 'cri', 'mi', 'na', 'ties']",7
ANWB,['ANWB'],1
