woorden,lettergrepen,aantal lettergrepen
hertenrits,"['her', 'ten', 'rits']",3
helikoptermoedertjes,"['he', 'li', 'kop', 'ter', 'moe', 'der', 'tjes']",7
huisarts,"['huis', 'arts']",2
gifei,"['gif', 'ei']",2
ambigu,"['am', 'bi', 'gu']",3
colliderend,"['col', 'li', 'de', 'rend']",4
langdradige,"['lang', 'dra', 'di', 'ge']",4
Libischer,"['Li', 'bi', 'scher']",3
omkaderde,"['om', 'ka', 'der', 'de']",4
zeebodem,"['zee', 'bo', 'dem']",3
aangevangen,"['aan', 'ge', 'van', 'gen']",4
begrijpen,"['be', 'grij', 'pen']",3
plakkaat,"['plak', 'kaat']",2
doelnetjes,"['doel', 'net', 'jes']",3
pluriform,"['plu', 'ri', 'form']",3
vorstvrijers,"['vorst', 'vrij', 'ers']",3
aanschafprijsje,"['aan', 'schaf', 'prijs', 'je']",4
veiligheidsmaskers,"['vei', 'lig', 'heids', 'mas', 'kers']",5
Polen,"['Po', 'len']",2
familietherapie,"['fa', 'mi', 'lie', 'the', 'ra', 'pie']",6
actiespellen,"['ac', 'tie', 'spel', 'len']",4
baardstoppels,"['baard', 'stop', 'pels']",3
schiet,['schiet'],1
concentratievermogen,"['con', 'cen', 'tra', 'tie', 'ver', 'mo', 'gen']",7
ambulanceje,"['am', 'bu', 'lan', 'ce', 'je']",5
lolly,"['lol', 'ly']",2
mouten,"['mou', 'ten']",2
inzamelingsactietje,"['in', 'za', 'me', 'lings', 'ac', 'tie', 'tje']",7
in duplo,"['in', 'du', 'plo']",3
neerkijken,"['neer', 'kij', 'ken']",3
geelbruin,"['geel', 'bruin']",2
aansterven,"['aan', 'ster', 'ven']",3
inbedroefde,"['in', 'be', 'droef', 'de']",4
yogasnuivers,"['yo', 'ga', 'snui', 'vers']",4
mismeesteren,"['mis', 'mees', 'te', 'ren']",4
hapjespan,"['hap', 'jes', 'pan']",3
kunsttaal,"['kunst', 'taal']",2
afschieten,"['af', 'schie', 'ten']",3
witteboordencriminaliteit,"['wit', 'te', 'boor', 'den', 'cri', 'mi', 'na', 'li', 'teit']",9
doorstoken,"['door', 'sto', 'ken']",3
ijsdansen,"['ijs', 'dan', 'sen']",3
varaan,"['va', 'raan']",2
paradepas,"['pa', 'ra', 'de', 'pas']",4
wegscheurt,"['weg', 'scheurt']",2
zonnevuren,"['zon', 'ne', 'vu', 'ren']",4
dabberde,"['dab', 'ber', 'de']",3
pijnappelklier,"['pijn', 'ap', 'pel', 'klier']",4
franc,['franc'],1
woeien af,"['woei', 'en', 'af']",3
wierige,"['wie', 'ri', 'ge']",3
proximalere,"['proxi', 'ma', 'le', 're']",4
wat voor,"['wat', 'voor']",2
kuil,['kuil'],1
wedijveren,"['wed', 'ij', 've', 'ren']",4
deblokkeren,"['de', 'blok', 'ke', 'ren']",4
zei,['zei'],1
beslommerdst,"['be', 'slom', 'merdst']",3
representatiefst,"['re', 'pre', 'sen', 'ta', 'tiefst']",5
tolerabelers,"['to', 'le', 'ra', 'be', 'lers']",5
bitsigst,"['bit', 'sigst']",2
ontluiken,"['ont', 'lui', 'ken']",3
afgepitst,"['af', 'ge', 'pitst']",3
selectief,"['se', 'lec', 'tief']",3
a goete woch,"['a', 'goe', 'te', 'woch']",4
soubrette,"['sou', 'bret', 'te']",3
taalfout,"['taal', 'fout']",2
roroboten,"['ro', 'ro', 'bo', 'ten']",4
hardleerse,"['hard', 'leer', 'se']",3
bankdruk,"['bank', 'druk']",2
vaalt,['vaalt'],1
egghead,"['egg', 'head']",2
monoculair,"['mo', 'no', 'cu', 'lair']",4
d-kleinetertstoonschaal,"['d-klei', 'ne', 'terts', 'toon', 'schaal']",5
Andaman en Nicobar,"['An', 'da', 'man', 'en', 'Ni', 'co', 'bar']",7
schuingedrukte,"['schuin', 'ge', 'druk', 'te']",4
boomstam,"['boom', 'stam']",2
kapelanijen,"['ka', 'pe', 'la', 'nij', 'en']",5
bètadeeltje,"['bè', 'ta', 'deel', 'tje']",4
kerstklassiekers,"['kerst', 'klas', 'sie', 'kers']",4
mesaanvallen,"['mes', 'aan', 'val', 'len']",4
puinruimt,"['puin', 'ruimt']",2
koninginnengelei,"['ko', 'nin', 'gin', 'nen', 'ge', 'lei']",6
kabelverdeelkast,"['ka', 'bel', 'ver', 'deel', 'kast']",5
barstje,"['barst', 'je']",2
zwaai terug,"['zwaai', 'te', 'rug']",3
zegde na,"['zeg', 'de', 'na']",3
smeltkroezen,"['smelt', 'kroe', 'zen']",3
zet samen,"['zet', 'sa', 'men']",3
klank,['klank'],1
ondraaglijker,"['on', 'draag', 'lij', 'ker']",4
gareel,"['ga', 'reel']",2
kweekschaaltje,"['kweek', 'schaal', 'tje']",3
Krakau,"['Kra', 'kau']",2
weerlooste,"['weer', 'loos', 'te']",3
hoogstens,"['hoog', 'stens']",2
ontgoochelingen,"['ont', 'goo', 'che', 'lin', 'gen']",5
peigerden,"['pei', 'ger', 'den']",3
misbakken,"['mis', 'bak', 'ken']",3
kostendrukkendste,"['kos', 'ten', 'druk', 'kend', 'ste']",5
smidse,"['smid', 'se']",2
leesachterstand,"['lees', 'ach', 'ter', 'stand']",4
foertformatie,"['foert', 'for', 'ma', 'tie']",4
gebiedende wijs,"['ge', 'bie', 'den', 'de', 'wijs']",5
safari,"['sa', 'fa', 'ri']",3
beroepsmisvorming,"['be', 'roeps', 'mis', 'vor', 'ming']",5
kleiigs,"['klei', 'igs']",2
proberen,"['pro', 'be', 'ren']",3
vliegtuigantenne,"['vlieg', 'tuig', 'an', 'ten', 'ne']",5
slachtsoepen,"['slacht', 'soe', 'pen']",3
gispten,"['gisp', 'ten']",2
remafstand,"['rem', 'af', 'stand']",3
geweertrekker,"['ge', 'weer', 'trek', 'ker']",4
honderdduizend,"['hon', 'derd', 'dui', 'zend']",4
vermiljoen,"['ver', 'mil', 'joen']",3
tuffend,"['tuf', 'fend']",2
circulatie,"['cir', 'cu', 'la', 'tie']",4
laaggebergtetje,"['laag', 'ge', 'berg', 'te', 'tje']",5
beklaagd,"['be', 'klaagd']",2
basisstation,"['ba', 'sis', 'sta', 'ti', 'on']",5
gorgel,"['gor', 'gel']",2
roervlak,"['roer', 'vlak']",2
Rita's,"['Ri', ""ta's""]",2
waterkracht,"['wa', 'ter', 'kracht']",3
Weens,['Weens'],1
zwembadpersoneel,"['zwem', 'bad', 'per', 'so', 'neel']",5
fysiek,"['fy', 'siek']",2
trottinet,"['trot', 'ti', 'net']",3
winkeldiefstal,"['win', 'kel', 'dief', 'stal']",4
duikboot,"['duik', 'boot']",2
beschelpte,"['be', 'schelp', 'te']",3
afbladderen,"['af', 'blad', 'de', 'ren']",4
Lauaans,"['Lau', 'aans']",2
kabaalvijvers,"['ka', 'baal', 'vij', 'vers']",4
woningtype,"['wo', 'ning', 'ty', 'pe']",4
afmakend,"['af', 'ma', 'kend']",3
amfetaminen,"['am', 'fe', 'ta', 'mi', 'nen']",5
operator,"['ope', 'ra', 'tor']",3
bezorgdheidje,"['be', 'zorgd', 'heid', 'je']",4
schaambeen,"['schaam', 'been']",2
trilde door,"['tril', 'de', 'door']",3
insolieds,"['in', 'so', 'lieds']",3
pronkboon,"['pronk', 'boon']",2
radiobakentjes,"['ra', 'dio', 'ba', 'ken', 'tjes']",5
bit,['bit'],1
drang,['drang'],1
spuiten,"['spui', 'ten']",2
chicorei,"['chi', 'co', 'rei']",3
rechtsbegrip,"['rechts', 'be', 'grip']",3
sportcafés,"['sport', 'ca', 'fés']",3
stoute,"['stou', 'te']",2
brakefluid,"['brake', 'fluid']",2
sample,"['sam', 'ple']",2
zeskoppigs,"['zes', 'kop', 'pigs']",3
elfjarigs,"['elf', 'ja', 'rigs']",3
koolpot,"['kool', 'pot']",2
inbedroefd,"['in', 'be', 'droefd']",3
aorta,"['aor', 'ta']",2
domanialere,"['do', 'ma', 'ni', 'a', 'le', 're']",6
geschreeuwde,"['ge', 'schreeuw', 'de']",3
centenbakken,"['cen', 'ten', 'bak', 'ken']",4
zoegot,"['zoe', 'got']",2
atonaliteit,"['ato', 'na', 'li', 'teit']",4
kerstverlichting,"['kerst', 'ver', 'lich', 'ting']",4
agglutineren,"['ag', 'glu', 'ti', 'ne', 'ren']",5
wegtransport,"['weg', 'trans', 'port']",3
onderuit,"['on', 'der', 'uit']",3
stemmingmakerij,"['stem', 'ming', 'ma', 'ke', 'rij']",5
secretaris,"['se', 'cre', 'ta', 'ris']",4
broodjeaapverhaal,"['brood', 'je', 'aap', 'ver', 'haal']",5
zoetend,"['zoe', 'tend']",2
bovenst,"['bo', 'venst']",2
t.e.a.b.,['t.e.a.b.'],1
helikopter,"['he', 'li', 'kop', 'ter']",4
aanduiding,"['aan', 'dui', 'ding']",3
niobium,"['ni', 'o', 'bi', 'um']",4
debarrasseert,"['de', 'bar', 'ras', 'seert']",4
Colombia,"['Co', 'lom', 'bia']",3
haaibaai,"['haai', 'baai']",2
cyberbucks,"['cy', 'ber', 'bucks']",3
lofprijzingen,"['lof', 'prij', 'zin', 'gen']",4
terugkwam,"['te', 'rug', 'kwam']",3
fellogeen,"['fel', 'lo', 'geen']",3
hospitaaltjes,"['hos', 'pi', 'taal', 'tjes']",4
binocles,"['bi', 'no', 'cles']",3
rederij,"['re', 'de', 'rij']",3
Minecraft,"['Mine', 'craft']",2
sportjournalistjes,"['sport', 'jour', 'na', 'list', 'jes']",5
aanhangertje,"['aan', 'han', 'ger', 'tje']",4
kippensoep,"['kip', 'pen', 'soep']",3
spitsvondig,"['spits', 'von', 'dig']",3
scheiding,"['schei', 'ding']",2
acceptabel,"['ac', 'cep', 'ta', 'bel']",4
groenhart,"['groen', 'hart']",2
zelfcensuren,"['zelf', 'cen', 'su', 'ren']",4
festiviteiten,"['fes', 'ti', 'vi', 'tei', 'ten']",5
straffeloos,"['straf', 'fe', 'loos']",3
gesparteld,"['ge', 'spar', 'teld']",3
postmandaat,"['post', 'man', 'daat']",3
aangeschreden,"['aan', 'ge', 'schre', 'den']",4
everzwijnpopulaties,"['ever', 'zwijn', 'po', 'pu', 'la', 'ties']",6
oftalmoplegie,"['of', 'tal', 'mo', 'ple', 'gie']",5
rêverie,"['rê', 've', 'rie']",3
zwalkten rond,"['zwalk', 'ten', 'rond']",3
onheilswensen,"['on', 'heils', 'wen', 'sen']",4
halfom,"['half', 'om']",2
ruis,['ruis'],1
vanzelf,"['van', 'zelf']",2
algemeen vormende,"['al', 'ge', 'meen', 'vor', 'men', 'de']",6
bakovens,"['bak', 'ovens']",2
linkerhand,"['lin', 'ker', 'hand']",3
zelfontspanner,"['zelf', 'ont', 'span', 'ner']",4
krokodillentranen,"['kro', 'ko', 'dil', 'len', 'tra', 'nen']",6
kieken,"['kie', 'ken']",2
flexwerker,"['flex', 'wer', 'ker']",3
rondgehangen,"['rond', 'ge', 'han', 'gen']",4
gegourmet,"['ge', 'gour', 'met']",3
gotiek,"['go', 'tiek']",2
oudermuilbroedertjes,"['ou', 'der', 'muil', 'broe', 'der', 'tjes']",6
lapidaria,"['la', 'pi', 'da', 'ria']",4
Didiers,"['Di', 'diers']",2
plattegrond,"['plat', 'te', 'grond']",3
duizendvoudigs,"['dui', 'zend', 'vou', 'digs']",4
vossenstaarten,"['vos', 'sen', 'staar', 'ten']",4
schooier,"['schooi', 'er']",2
schoudermantel,"['schou', 'der', 'man', 'tel']",4
tegenstellingen,"['te', 'gen', 'stel', 'lin', 'gen']",5
bespottelijke,"['be', 'spot', 'te', 'lij', 'ke']",5
konijnenziekten,"['ko', 'nij', 'nen', 'ziek', 'ten']",5
stoppeltjes,"['stop', 'pel', 'tjes']",3
keurslager,"['keur', 'sla', 'ger']",3
abortuskliniek,"['abor', 'tus', 'kli', 'niek']",4
foutparkeren,"['fout', 'par', 'ke', 'ren']",4
kegelvlakje,"['ke', 'gel', 'vlak', 'je']",4
verzorgingstehuis,"['ver', 'zor', 'gings', 'te', 'huis']",5
besturingssysteem,"['be', 'stu', 'rings', 'sys', 'teem']",5
voerhekjes,"['voer', 'hek', 'jes']",3
lees terug,"['lees', 'te', 'rug']",3
duozadel,"['duo', 'za', 'del']",3
valling,"['val', 'ling']",2
Peperkust,"['Pe', 'per', 'kust']",3
ester,"['es', 'ter']",2
blijft,['blijft'],1
schilderij,"['schil', 'de', 'rij']",3
archivist,"['ar', 'chi', 'vist']",3
gelijkbenig,"['ge', 'lijk', 'be', 'nig']",4
vislooste,"['vis', 'loos', 'te']",3
paasfeesten,"['paas', 'fees', 'ten']",3
verwondering,"['ver', 'won', 'de', 'ring']",4
urenlange,"['uren', 'lan', 'ge']",3
radioloog,"['ra', 'dio', 'loog']",3
zee-egel,['zee-egel'],1
epifyse,"['epi', 'fy', 'se']",3
meegedeeld,"['mee', 'ge', 'deeld']",3
berekenbaarst,"['be', 're', 'ken', 'baarst']",4
slang,['slang'],1
tafelvoetbalspelen,"['ta', 'fel', 'voet', 'bal', 'spe', 'len']",6
terugontvangen,"['te', 'rug', 'ont', 'van', 'gen']",5
vreugdesprongetjes,"['vreug', 'de', 'spron', 'ge', 'tjes']",5
sproeien,"['sproei', 'en']",2
haal neer,"['haal', 'neer']",2
stengetjes,"['sten', 'ge', 'tjes']",3
pats-boem,['pats-boem'],1
wolfraam,"['wol', 'fraam']",2
netwerkbridge,"['net', 'werk', 'bridge']",3
verwisseling,"['ver', 'wis', 'se', 'ling']",4
gezichtseinder,"['ge', 'zichts', 'ein', 'der']",4
onnadenkend,"['on', 'na', 'den', 'kend']",4
leidersprincipe,"['lei', 'ders', 'prin', 'ci', 'pe']",5
links,['links'],1
topfavorieten,"['top', 'fa', 'vo', 'rie', 'ten']",5
maaswol,"['maas', 'wol']",2
Vlaams-Brabants,"['Vlaams-Bra', 'bants']",2
meedoet,"['mee', 'doet']",2
oppassen,"['op', 'pas', 'sen']",3
opspatten,"['op', 'spat', 'ten']",3
onderverdeelden,"['on', 'der', 'ver', 'deel', 'den']",5
monogram,"['mo', 'no', 'gram']",3
hanenveer,"['ha', 'nen', 'veer']",3
zalfden,"['zalf', 'den']",2
gala,"['ga', 'la']",2
moskeebezoekers,"['mos', 'kee', 'be', 'zoe', 'kers']",5
verwaaiing,"['ver', 'waai', 'ing']",3
afgezaagder,"['af', 'ge', 'zaag', 'der']",4
pietepeuterig,"['pie', 'te', 'peu', 'te', 'rig']",5
pezerik,"['pe', 'ze', 'rik']",3
spaarzaam,"['spaar', 'zaam']",2
klankbron,"['klank', 'bron']",2
koolstof,"['kool', 'stof']",2
heterdaad,"['he', 'ter', 'daad']",3
steekhevel,"['steek', 'he', 'vel']",3
aangedreven,"['aan', 'ge', 'dre', 'ven']",4
onderontwikkelders,"['on', 'der', 'ont', 'wik', 'kel', 'ders']",6
beijveren,"['be', 'ij', 've', 'ren']",4
abstractieniveaus,"['ab', 'strac', 'tie', 'ni', 'veaus']",5
pipetteert,"['pi', 'pet', 'teert']",3
vakantiepark,"['va', 'kan', 'tie', 'park']",4
kleurschifting,"['kleur', 'schif', 'ting']",3
becijferd,"['be', 'cij', 'ferd']",3
volksvertellingen,"['volks', 'ver', 'tel', 'lin', 'gen']",5
ontwateringstochten,"['ont', 'wa', 'te', 'rings', 'toch', 'ten']",6
constante van Kaprekar,"['con', 'stan', 'te', 'van', 'Ka', 'pre', 'kar']",7
honderdenvier,"['hon', 'derd', 'en', 'vier']",4
krauwen,"['krau', 'wen']",2
androseksueels,"['an', 'dro', 'sek', 'su', 'eels']",5
fingerspitzengefühl,"['fin', 'ger', 'spit', 'zen', 'ge', 'fühl']",6
studentetje,"['stu', 'den', 'te', 'tje']",4
verhongerde,"['ver', 'hon', 'ger', 'de']",4
jade,"['ja', 'de']",2
hartverscheurend,"['hart', 'ver', 'scheu', 'rend']",4
degusteren,"['de', 'gus', 'te', 'ren']",4
niet-metaal,"['niet-me', 'taal']",2
depenaliseren,"['de', 'pe', 'na', 'li', 'se', 'ren']",6
wichelde,"['wi', 'chel', 'de']",3
antediluviaalst,"['an', 'te', 'di', 'lu', 'vi', 'aalst']",6
achillespeesontsteking,"['achil', 'les', 'pees', 'ont', 'ste', 'king']",6
voelden,"['voel', 'den']",2
druiperiger,"['drui', 'pe', 'ri', 'ger']",4
beurskrach,"['beurs', 'krach']",2
gegrijsd,"['ge', 'grijsd']",2
aanmeren,"['aan', 'me', 'ren']",3
ontleend,"['ont', 'leend']",2
zaagt,['zaagt'],1
doorreisd,"['door', 'reisd']",2
ponnen,"['pon', 'nen']",2
roodaarde,"['rood', 'aar', 'de']",3
wolk,['wolk'],1
spinde,"['spin', 'de']",2
trionyx,"['tri', 'o', 'nyx']",3
karper,"['kar', 'per']",2
wandeling,"['wan', 'de', 'ling']",3
apicaalst,"['api', 'caalst']",2
meedeed,"['mee', 'deed']",2
overdaad,"['over', 'daad']",2
introductieweek,"['in', 'tro', 'duc', 'tie', 'week']",5
bestekcassetten,"['be', 'stek', 'cas', 'set', 'ten']",5
buikpotig,"['buik', 'po', 'tig']",3
flapperen,"['flap', 'pe', 'ren']",3
tendensje,"['ten', 'dens', 'je']",3
ic-verpleegkundigen,"['ic-ver', 'pleeg', 'kun', 'di', 'gen']",5
blakstil,"['blak', 'stil']",2
broekzak,"['broek', 'zak']",2
10 eurobiljet,"['10', 'eu', 'ro', 'bil', 'jet']",5
omkaden,"['om', 'ka', 'den']",3
afklemde,"['af', 'klem', 'de']",3
reutelaars,"['reu', 'te', 'laars']",3
sinister,"['si', 'nis', 'ter']",3
wegsturen,"['weg', 'stu', 'ren']",3
doelman,"['doel', 'man']",2
obelisk,"['obe', 'lisk']",2
taalstrijd,"['taal', 'strijd']",2
acceleratiepompje,"['ac', 'ce', 'le', 'ra', 'tie', 'pomp', 'je']",7
duraluminium,"['dur', 'alu', 'mi', 'ni', 'um']",5
herenboxers,"['he', 'ren', 'boxers']",3
neer,['neer'],1
halfacht,"['half', 'acht']",2
dierentransporten,"['die', 'ren', 'trans', 'por', 'ten']",5
heethoofdiger,"['heet', 'hoof', 'di', 'ger']",4
hoofdklasse,"['hoofd', 'klas', 'se']",3
doorstoven,"['door', 'sto', 'ven']",3
schimpscheut,"['schimp', 'scheut']",2
pendrive,"['pen', 'drive']",2
boeiend,"['boei', 'end']",2
onschendbaarst,"['on', 'schend', 'baarst']",3
alliantie,"['al', 'li', 'an', 'tie']",4
binnenschroefdraad,"['bin', 'nen', 'schroef', 'draad']",4
onbepaalde lidwoorden,"['on', 'be', 'paal', 'de', 'lid', 'woor', 'den']",7
kletskop,"['klets', 'kop']",2
etenskastje,"['etens', 'kast', 'je']",3
slager,"['sla', 'ger']",2
deporteert,"['de', 'por', 'teert']",3
routebeschrijvinkje,"['rou', 'te', 'be', 'schrij', 'vin', 'kje']",6
gebasht,"['ge', 'basht']",2
discussieert mee,"['dis', 'cus', 'si', 'eert', 'mee']",5
oogringetjes,"['oog', 'rin', 'ge', 'tjes']",4
hoedje,"['hoed', 'je']",2
dubbelzinnigst,"['dub', 'bel', 'zin', 'nigst']",4
beroemdheidje,"['be', 'roemd', 'heid', 'je']",4
winterzon,"['win', 'ter', 'zon']",3
Alie,['Alie'],1
traantjes,"['traan', 'tjes']",2
captcha,"['cap', 'tcha']",2
wiers,['wiers'],1
jodium,"['jo', 'di', 'um']",3
aardzakjes,"['aard', 'zak', 'jes']",3
seksboekje,"['seks', 'boek', 'je']",3
tribunetjes,"['tri', 'bu', 'ne', 'tjes']",4
accresjes,"['ac', 'cres', 'jes']",3
gevarieerdst,"['ge', 'va', 'ri', 'eerdst']",4
ontwateringskanaaltjes,"['ont', 'wa', 'te', 'rings', 'ka', 'naal', 'tjes']",7
squash,['squash'],1
overweldigendste,"['over', 'wel', 'di', 'gend', 'ste']",5
brakens,"['bra', 'kens']",2
Tunesische,"['Tu', 'ne', 'si', 'sche']",4
maisplantje,"['mais', 'plant', 'je']",3
noordwestkant,"['noord', 'west', 'kant']",3
kleerborstels,"['kleer', 'bor', 'stels']",3
debetcard,"['de', 'bet', 'card']",3
rugzakbandje,"['rug', 'zak', 'band', 'je']",4
pneumatisch,"['pneu', 'ma', 'tisch']",3
neef,['neef'],1
rashond,"['ras', 'hond']",2
eierhandelaarster,"['ei', 'er', 'han', 'de', 'laar', 'ster']",6
afdam,"['af', 'dam']",2
geeuwen,"['geeu', 'wen']",2
celdeling,"['cel', 'de', 'ling']",3
perceptiekosten,"['per', 'cep', 'tie', 'kos', 'ten']",5
roem,['roem'],1
conflictueuste,"['con', 'flic', 'tu', 'eus', 'te']",5
gewoeld,"['ge', 'woeld']",2
woordvoerder,"['woord', 'voer', 'der']",3
percolatie,"['per', 'co', 'la', 'tie']",4
FET,['FET'],1
boterhammentrommeltjes,"['bo', 'ter', 'ham', 'men', 'trom', 'mel', 'tjes']",7
fraunhoferlijnen,"['fraun', 'ho', 'fer', 'lij', 'nen']",5
smoort,['smoort'],1
plombe,"['plom', 'be']",2
raderboot,"['ra', 'der', 'boot']",3
asymptomatische besmetting,"['asymp', 'to', 'ma', 'ti', 'sche', 'be', 'smet', 'ting']",8
zeshonderdeerste,"['zes', 'hon', 'derd', 'eer', 'ste']",5
alvast,"['al', 'vast']",2
aquatischere,"['aqua', 'ti', 'sche', 're']",4
amateurclubs,"['ama', 'teur', 'clubs']",3
korstmos,"['korst', 'mos']",2
duozadels,"['duo', 'za', 'dels']",3
gevlekte scheerling,"['ge', 'vlek', 'te', 'scheer', 'ling']",5
ferriet,"['fer', 'riet']",2
kostuumdrama,"['kos', 'tuum', 'dra', 'ma']",4
conceptbriefje,"['con', 'cept', 'brief', 'je']",4
bijgevuld,"['bij', 'ge', 'vuld']",3
taakafbakening,"['taak', 'af', 'ba', 'ke', 'ning']",5
zou,['zou'],1
verkocht door,"['ver', 'kocht', 'door']",3
struikhei,"['struik', 'hei']",2
zoöfyt,"['zoö', 'fyt']",2
Willy's,"['Wil', ""ly's""]",2
bannertje,"['ban', 'ner', 'tje']",3
leemte,"['leem', 'te']",2
kousenband,"['kou', 'sen', 'band']",3
zoutvaatje,"['zout', 'vaat', 'je']",3
voren,"['vo', 'ren']",2
aandachtstreepje,"['aan', 'dacht', 'streep', 'je']",4
westers,"['wes', 'ters']",2
jute,"['ju', 'te']",2
Italiaan,"['Ita', 'li', 'aan']",3
fetisjdienst,"['fe', 'tisj', 'dienst']",3
versmeedde,"['ver', 'smeed', 'de']",3
creep,['creep'],1
kernaandrijving,"['kern', 'aan', 'drij', 'ving']",4
zedigheid,"['ze', 'dig', 'heid']",3
eigenzinnig,"['ei', 'gen', 'zin', 'nig']",4
blakaman,"['bla', 'ka', 'man']",3
halfzussen,"['half', 'zus', 'sen']",3
Aziatischers,"['Azi', 'a', 'ti', 'schers']",4
seconde,"['se', 'con', 'de']",3
kleptomanie,"['klep', 'to', 'ma', 'nie']",4
toespraak,"['toe', 'spraak']",2
leesverhaaltjes,"['lees', 'ver', 'haal', 'tjes']",4
manslag,"['man', 'slag']",2
logisch,"['lo', 'gisch']",2
kinderogen,"['kin', 'der', 'o', 'gen']",4
e-business,"['e-busi', 'ness']",2
koffiehoek,"['kof', 'fie', 'hoek']",3
mechanisch,"['me', 'cha', 'nisch']",3
data,"['da', 'ta']",2
coureur,"['cou', 'reur']",2
gestrest,"['ge', 'strest']",2
aftapet,"['af', 'tapet']",2
warve,"['war', 've']",2
achterhaal,"['ach', 'ter', 'haal']",3
bureaucratie,"['bu', 'reau', 'cra', 'tie']",4
bediscussieerbaardere,"['be', 'dis', 'cus', 'si', 'eer', 'baar', 'de', 're']",8
kokkeren,"['kok', 'ke', 'ren']",3
antrax,"['an', 'trax']",2
spraak,['spraak'],1
onsubtielst,"['on', 'sub', 'tielst']",3
koningskaars,"['ko', 'nings', 'kaars']",3
accentueer,"['ac', 'cen', 'tu', 'eer']",4
kerktorenmentaliteit,"['kerk', 'to', 'ren', 'men', 'ta', 'li', 'teit']",7
leeftijd,"['leef', 'tijd']",2
geofyt,"['geo', 'fyt']",2
beleefdheidsgebaartje,"['be', 'leefd', 'heids', 'ge', 'baar', 'tje']",6
graterigs,"['gra', 'te', 'rigs']",3
novums,"['no', 'vums']",2
vlaggend,"['vlag', 'gend']",2
oersterke,"['oer', 'ster', 'ke']",3
stampte aan,"['stamp', 'te', 'aan']",3
beschutten,"['be', 'schut', 'ten']",3
raciaalste,"['ra', 'ci', 'aal', 'ste']",4
scrabbelend,"['scrab', 'be', 'lend']",3
rozenvloeien,"['ro', 'zen', 'vloei', 'en']",4
stroomstoring,"['stroom', 'sto', 'ring']",3
dictum,"['dic', 'tum']",2
renaissances,"['re', 'nais', 'san', 'ces']",4
telekinese,"['te', 'le', 'ki', 'ne', 'se']",5
kapseis,"['kap', 'seis']",2
speelbos,"['speel', 'bos']",2
huurwoninkjes,"['huur', 'wo', 'nin', 'kjes']",4
vertoning,"['ver', 'to', 'ning']",3
labbonen,"['lab', 'bo', 'nen']",3
politiebureau,"['po', 'li', 'tie', 'bu', 'reau']",5
hoerenkasten,"['hoe', 'ren', 'kas', 'ten']",4
draai uit,"['draai', 'uit']",2
plengen,"['plen', 'gen']",2
opwindbaarder,"['op', 'wind', 'baar', 'der']",4
plagerijen,"['pla', 'ge', 'rij', 'en']",4
entertjes,"['en', 'ter', 'tjes']",3
gedretst,"['ge', 'dretst']",2
zakkers,"['zak', 'kers']",2
gesprekspartner,"['ge', 'spreks', 'part', 'ner']",4
pulverachtigste,"['pul', 'ver', 'ach', 'tig', 'ste']",5
bruingrijzers,"['bruin', 'grij', 'zers']",3
knekelhuisjes,"['kne', 'kel', 'huis', 'jes']",4
loopt,['loopt'],1
persfilter,"['pers', 'fil', 'ter']",3
offeren,"['of', 'fe', 'ren']",3
millicoulombs,"['mil', 'li', 'cou', 'lombs']",4
toneel,"['to', 'neel']",2
deklanding,"['dek', 'lan', 'ding']",3
Tuvaluaans,"['Tu', 'va', 'lu', 'aans']",4
lievere,"['lie', 've', 're']",3
wietplantage,"['wiet', 'plan', 'ta', 'ge']",4
gordeltje,"['gor', 'del', 'tje']",3
legitieme,"['le', 'gi', 'tie', 'me']",4
voorstad,"['voor', 'stad']",2
corpsbal,"['corps', 'bal']",2
hygrometer,"['hy', 'gro', 'me', 'ter']",4
afzetter,"['af', 'zet', 'ter']",3
witkop,"['wit', 'kop']",2
polygenese,"['po', 'ly', 'ge', 'ne', 'se']",5
andromonoecisch,"['an', 'dro', 'mo', 'noe', 'cisch']",5
nomothetische,"['no', 'mo', 'the', 'ti', 'sche']",5
aardappelhoofdjes,"['aard', 'ap', 'pel', 'hoofd', 'jes']",5
getroost,"['ge', 'troost']",2
grient,['grient'],1
dessertjes,"['des', 'sert', 'jes']",3
perichondrium,"['pe', 'ri', 'chon', 'dri', 'um']",5
sonatines,"['so', 'na', 'ti', 'nes']",4
epje,"['ep', 'je']",2
systeembouwer,"['sys', 'teem', 'bou', 'wer']",4
gevangenenbewakertje,"['ge', 'van', 'ge', 'nen', 'be', 'wa', 'ker', 'tje']",8
hebt door,"['hebt', 'door']",2
Ethiopië,"['Ethi', 'o', 'pië']",3
bias,"['bi', 'as']",2
ontniet,"['ont', 'niet']",2
exempels,"['exem', 'pels']",2
allopurinol,"['al', 'lo', 'pu', 'ri', 'nol']",5
klaagster,"['klaag', 'ster']",2
bil,['bil'],1
zadelboog,"['za', 'del', 'boog']",3
vrijbank,"['vrij', 'bank']",2
diploma-inflatie,"['di', 'plo', 'ma-in', 'fla', 'tie']",5
linkeroever,"['lin', 'ker', 'oe', 'ver']",4
raadseltje,"['raad', 'sel', 'tje']",3
schoonheid,"['schoon', 'heid']",2
hypotheekcrisis,"['hy', 'po', 'theek', 'cri', 'sis']",5
verf,['verf'],1
snorkelen,"['snor', 'ke', 'len']",3
waterzeil,"['wa', 'ter', 'zeil']",3
