woorden,lettergrepen,aantal lettergrepen
noodoproepsysteem,"['nood', 'op', 'roep', 'sys', 'teem']",5
metropool,"['me', 'tro', 'pool']",3
turncoaches,"['turn', 'coa', 'ches']",3
hst's,"[""hst's""]",1
amateurfilm,"['ama', 'teur', 'film']",3
bijtgaarder,"['bijt', 'gaar', 'der']",3
hieruit,"['hier', 'uit']",2
slotgala's,"['slot', 'ga', ""la's""]",3
verbrandingsmotors,"['ver', 'bran', 'dings', 'mo', 'tors']",5
gorgelt,"['gor', 'gelt']",2
marktkapitalisme,"['markt', 'ka', 'pi', 'ta', 'lis', 'me']",6
toestekend,"['toe', 'ste', 'kend']",3
digden,"['dig', 'den']",2
turkooisgroen,"['tur', 'koois', 'groen']",3
boer,['boer'],1
raglan,"['rag', 'lan']",2
kluiven,"['klui', 'ven']",2
zeshoekig,"['zes', 'hoe', 'kig']",3
mestkalveren,"['mest', 'kal', 've', 'ren']",4
olifantjes,"['oli', 'fant', 'jes']",3
twentertje,"['twen', 'ter', 'tje']",3
kijvend,"['kij', 'vend']",2
kerstbonussen,"['kerst', 'bo', 'nus', 'sen']",4
Falklandeilanden,"['Falk', 'land', 'ei', 'lan', 'den']",5
landklimaat,"['land', 'kli', 'maat']",3
-ing,['-ing'],1
minutenwijzer,"['mi', 'nu', 'ten', 'wij', 'zer']",5
gastrolietjes,"['gas', 'tro', 'liet', 'jes']",4
pogo,"['po', 'go']",2
dissidente,"['dis', 'si', 'den', 'te']",4
armoeiiger,"['ar', 'moei', 'iger']",3
vampirisme,"['vam', 'pi', 'ris', 'me']",4
lor,['lor'],1
japen,"['ja', 'pen']",2
uitzichttafeltje,"['uit', 'zicht', 'ta', 'fel', 'tje']",5
zwabben,"['zwab', 'ben']",2
geerakker,"['geer', 'ak', 'ker']",3
katertjes,"['ka', 'ter', 'tjes']",3
ikke,"['ik', 'ke']",2
geheimenis,"['ge', 'hei', 'me', 'nis']",4
baron,"['ba', 'ron']",2
knalroods,"['knal', 'roods']",2
bosanjer,"['bos', 'an', 'jer']",3
bodemkundig,"['bo', 'dem', 'kun', 'dig']",4
zuigplekje,"['zuig', 'plek', 'je']",3
spoormedewerkers,"['spoor', 'me', 'de', 'wer', 'kers']",5
Golin,"['Go', 'lin']",2
klimaatgebieden,"['kli', 'maat', 'ge', 'bie', 'den']",5
verkalkten,"['ver', 'kalk', 'ten']",3
antipurisme,"['an', 'ti', 'pu', 'ris', 'me']",5
hindoestanen,"['hin', 'doe', 'sta', 'nen']",4
onderstroomden,"['on', 'der', 'stroom', 'den']",4
roeiend,"['roei', 'end']",2
dubbelgangster,"['dub', 'bel', 'gang', 'ster']",4
overgelaten,"['over', 'ge', 'la', 'ten']",4
bakermatten,"['ba', 'ker', 'mat', 'ten']",4
para,"['pa', 'ra']",2
50 eurobiljet,"['50', 'eu', 'ro', 'bil', 'jet']",5
daarentegen,"['daar', 'en', 'te', 'gen']",4
maneuvreerde,"['ma', 'neu', 'vreer', 'de']",4
bliksembezoekje,"['blik', 'sem', 'be', 'zoek', 'je']",5
coronaregimes,"['co', 'ro', 'na', 're', 'gi', 'mes']",6
baardvleermuisje,"['baard', 'vleer', 'muis', 'je']",4
contramars,"['con', 'tra', 'mars']",3
cryochirurgie,"['cryo', 'chi', 'rur', 'gie']",4
riskantst,"['ris', 'kantst']",2
bloemenkrans,"['bloe', 'men', 'krans']",3
cassette,"['cas', 'set', 'te']",3
heupkopjes,"['heup', 'kop', 'jes']",3
ingangen,"['in', 'gan', 'gen']",3
verdient terug,"['ver', 'dient', 'te', 'rug']",4
geneeskruid,"['ge', 'nees', 'kruid']",3
moerbei,"['moer', 'bei']",2
voorschieten,"['voor', 'schie', 'ten']",3
past,['past'],1
misschien,"['mis', 'schien']",2
keggetjes,"['keg', 'ge', 'tjes']",3
overhead,"['over', 'head']",2
kolonialen,"['ko', 'lo', 'ni', 'a', 'len']",5
Nedersaksisch,"['Ne', 'der', 'sak', 'sisch']",4
duidingsprogramma,"['dui', 'dings', 'pro', 'gram', 'ma']",5
antoniuskruis,"['an', 'to', 'ni', 'us', 'kruis']",5
pinksterdag,"['pink', 'ster', 'dag']",3
helikoptermoeders,"['he', 'li', 'kop', 'ter', 'moe', 'ders']",6
volstoppen,"['vol', 'stop', 'pen']",3
€20-biljet,"['€20-bil', 'jet']",2
telewerkers,"['te', 'le', 'wer', 'kers']",4
vrijetijdsactiviteit,"['vrije', 'tijds', 'ac', 'ti', 'vi', 'teit']",6
tribunetje,"['tri', 'bu', 'ne', 'tje']",4
ziektebedden,"['ziek', 'te', 'bed', 'den']",4
oedemen,"['oe', 'de', 'men']",3
nestbak,"['nest', 'bak']",2
weetgieriger,"['weet', 'gie', 'ri', 'ger']",4
akonieten,"['ako', 'nie', 'ten']",3
aarzelaars,"['aar', 'ze', 'laars']",3
reddingsboeien,"['red', 'dings', 'boei', 'en']",4
verkrampen,"['ver', 'kram', 'pen']",3
grijpend,"['grij', 'pend']",2
vloog in,"['vloog', 'in']",2
enkelblad,"['en', 'kel', 'blad']",3
Wit-Russische roebel,"['Wit-Rus', 'si', 'sche', 'roe', 'bel']",5
studieschuldje,"['stu', 'die', 'schuld', 'je']",4
Fes-majeurtoonaardjes,"['Fes-ma', 'jeur', 'toon', 'aard', 'jes']",5
absorptievermogens,"['ab', 'sorp', 'tie', 'ver', 'mo', 'gens']",6
stadswegen,"['stads', 'we', 'gen']",3
loodverbinding,"['lood', 'ver', 'bin', 'ding']",4
vuvuzela,"['vu', 'vu', 'ze', 'la']",4
verzoenends,"['ver', 'zoe', 'nends']",3
volksliederen,"['volks', 'lie', 'de', 'ren']",4
patio,"['pa', 'tio']",2
geoha,"['ge', 'oha']",2
ineenduiken,"['in', 'een', 'dui', 'ken']",4
langswippertje,"['langs', 'wip', 'per', 'tje']",4
paraplufondsjes,"['pa', 'ra', 'plu', 'fonds', 'jes']",5
uitvalnaaf,"['uit', 'val', 'naaf']",3
schade,"['scha', 'de']",2
onderzeeboten,"['on', 'der', 'zee', 'bo', 'ten']",5
alerteringssystemen,"['aler', 'te', 'rings', 'sys', 'te', 'men']",6
kans,['kans'],1
varkensleren,"['var', 'kens', 'le', 'ren']",4
boosdoenders,"['boos', 'doen', 'ders']",3
lentevluchten,"['len', 'te', 'vluch', 'ten']",4
aapmens,"['aap', 'mens']",2
nadenkendere,"['na', 'den', 'ken', 'de', 're']",5
gebeureld,"['ge', 'beu', 'reld']",3
businessanalist,"['busi', 'ness', 'ana', 'list']",4
rechtbreien,"['recht', 'brei', 'en']",3
gesprekssituatie,"['ge', 'spreks', 'si', 'tu', 'a', 'tie']",6
gevoelig,"['ge', 'voe', 'lig']",3
macro-organisme,"['ma', 'cro-or', 'ga', 'nis', 'me']",5
slechter,"['slech', 'ter']",2
's-Gravenhagenaartjes,"[""'s-Gra"", 'ven', 'ha', 'ge', 'naar', 'tjes']",6
djorkten,"['djork', 'ten']",2
zwartgalligheden,"['zwart', 'gal', 'lig', 'he', 'den']",5
500 eurobiljet,"['500', 'eu', 'ro', 'bil', 'jet']",5
kerkdeurtje,"['kerk', 'deur', 'tje']",3
afritje,"['af', 'rit', 'je']",3
quinquadeciljard,"['quin', 'qua', 'de', 'cil', 'jard']",5
brugmannetje,"['brug', 'man', 'ne', 'tje']",4
ongrammaticalers,"['on', 'gram', 'ma', 'ti', 'ca', 'lers']",6
Medusa,"['Me', 'du', 'sa']",3
strooigoed,"['strooi', 'goed']",2
bokkenvel,"['bok', 'ken', 'vel']",3
groepsruimte,"['groeps', 'ruim', 'te']",3
wanklank,"['wan', 'klank']",2
drug,['drug'],1
empirist,"['em', 'pi', 'rist']",3
dode letter,"['do', 'de', 'let', 'ter']",4
jaknikje,"['ja', 'knik', 'je']",3
Ninive,"['Ni', 'ni', 've']",3
wolmaniseerden,"['wol', 'ma', 'ni', 'seer', 'den']",5
wrikt,['wrikt'],1
krokodillentraan,"['kro', 'ko', 'dil', 'len', 'traan']",5
roodzwenkgrassen,"['rood', 'zwenk', 'gras', 'sen']",4
isogeen,"['iso', 'geen']",2
innerlijke,"['in', 'ner', 'lij', 'ke']",4
dividivibomen,"['di', 'vi', 'di', 'vi', 'bo', 'men']",6
Berger,"['Ber', 'ger']",2
gedestilleerd water,"['ge', 'des', 'til', 'leerd', 'wa', 'ter']",6
punkgroepen,"['punk', 'groe', 'pen']",3
monomaanst,"['mo', 'no', 'maanst']",3
Gestapo,"['Ges', 'ta', 'po']",3
rechtbankpresidenten,"['recht', 'bank', 'pre', 'si', 'den', 'ten']",6
kleppenloze,"['klep', 'pen', 'lo', 'ze']",4
boog bij,"['boog', 'bij']",2
ricotta,"['ri', 'cot', 'ta']",3
hoofdletter,"['hoofd', 'let', 'ter']",3
cuticula's,"['cu', 'ti', 'cu', ""la's""]",4
eenoudergezinnen,"['een', 'ou', 'der', 'ge', 'zin', 'nen']",6
graanhalmpje,"['graan', 'halm', 'pje']",3
dove,"['do', 've']",2
bekoop,"['be', 'koop']",2
sessiesleuteltje,"['ses', 'sie', 'sleu', 'tel', 'tje']",5
ifosfamide,"['ifos', 'fa', 'mide']",3
zijbalkjes,"['zij', 'balk', 'jes']",3
motto,"['mot', 'to']",2
amateurbokser,"['ama', 'teur', 'bok', 'ser']",4
groetje,"['groet', 'je']",2
spectraal,"['spec', 'traal']",2
geteut,"['ge', 'teut']",2
doordringende,"['door', 'drin', 'gen', 'de']",4
propageren,"['pro', 'pa', 'ge', 'ren']",4
onverschilligheid,"['on', 'ver', 'schil', 'lig', 'heid']",5
koester,"['koes', 'ter']",2
actieturbine,"['ac', 'tie', 'tur', 'bi', 'ne']",5
partnerstadje,"['part', 'ner', 'stad', 'je']",4
vooruitzette,"['voor', 'uit', 'zet', 'te']",4
ploppen,"['plop', 'pen']",2
Moldavische leu,"['Mol', 'da', 'vi', 'sche', 'leu']",5
acrylverf,"['acryl', 'verf']",2
zonhoedje,"['zon', 'hoed', 'je']",3
bevist,"['be', 'vist']",2
brijzeltje,"['brij', 'zel', 'tje']",3
fransijnen,"['fran', 'sij', 'nen']",3
vulkaanhellingen,"['vul', 'kaan', 'hel', 'lin', 'gen']",5
strijdknotsen,"['strijd', 'knot', 'sen']",3
nawoogt,"['na', 'woogt']",2
taalverwerving,"['taal', 'ver', 'wer', 'ving']",4
abortusinstituutje,"['abor', 'tus', 'in', 'sti', 'tuut', 'je']",6
hydrateren,"['hy', 'dra', 'te', 'ren']",4
onderwijsondernemer,"['on', 'der', 'wijs', 'on', 'der', 'ne', 'mer']",7
sneeuwmeters,"['sneeuw', 'me', 'ters']",3
smeerlapperij,"['smeer', 'lap', 'pe', 'rij']",4
woordherkomst,"['woord', 'her', 'komst']",3
aangolf,"['aan', 'golf']",2
californium,"['ca', 'li', 'for', 'ni', 'um']",5
botse,"['bot', 'se']",2
stamboeken,"['stam', 'boe', 'ken']",3
trok in,"['trok', 'in']",2
gemeentebelasting,"['ge', 'meen', 'te', 'be', 'las', 'ting']",6
roeiboot,"['roei', 'boot']",2
verdisconteren,"['ver', 'dis', 'con', 'te', 'ren']",5
vermaledijd,"['ver', 'ma', 'le', 'dijd']",4
zwerfklas,"['zwerf', 'klas']",2
specerijen,"['spe', 'ce', 'rij', 'en']",4
zelfstandigen,"['zelf', 'stan', 'di', 'gen']",4
aspirantetje,"['as', 'pi', 'ran', 'te', 'tje']",5
aftrekkertjes,"['af', 'trek', 'ker', 'tjes']",4
SI-basiseenheidjes,"['SI-ba', 'sis', 'een', 'heid', 'jes']",5
engeltjesmaakster,"['en', 'gel', 'tjes', 'maak', 'ster']",5
filmscore,"['film', 'sco', 're']",3
mensachtig,"['mens', 'ach', 'tig']",3
stikgoed,"['stik', 'goed']",2
spelverdeler,"['spel', 'ver', 'de', 'ler']",4
bruikbaar,"['bruik', 'baar']",2
zakenpartnertje,"['za', 'ken', 'part', 'ner', 'tje']",5
lolligst,"['lol', 'ligst']",2
lucide,"['lu', 'ci', 'de']",3
vernauwen,"['ver', 'nau', 'wen']",3
wachtliepen,"['wacht', 'lie', 'pen']",3
debutanten,"['de', 'bu', 'tan', 'ten']",4
gebaar,"['ge', 'baar']",2
herstemmend,"['her', 'stem', 'mend']",3
latei,"['la', 'tei']",2
vreesreactie,"['vrees', 're', 'ac', 'tie']",4
schep,['schep'],1
zwerfster,"['zwerf', 'ster']",2
moddervetste,"['mod', 'der', 'vet', 'ste']",4
aanloopspreekuur,"['aan', 'loop', 'spreek', 'uur']",4
bijterig,"['bij', 'te', 'rig']",3
centurio,"['cen', 'tu', 'rio']",3
alluderen,"['al', 'lu', 'de', 'ren']",4
zwerftochtjes,"['zwerf', 'tocht', 'jes']",3
watervoor,"['wa', 'ter', 'voor']",3
krabplevier,"['krab', 'ple', 'vier']",3
kaften,"['kaf', 'ten']",2
grensverleggende,"['grens', 'ver', 'leg', 'gen', 'de']",5
wittekool,"['wit', 'te', 'kool']",3
wielerjournalisten,"['wie', 'ler', 'jour', 'na', 'lis', 'ten']",6
zeolieten,"['zeo', 'lie', 'ten']",3
cargadoor,"['car', 'ga', 'door']",3
witbiertjes,"['wit', 'bier', 'tjes']",3
concourstje,"['con', 'cours', 'tje']",3
tekenfilms,"['te', 'ken', 'films']",3
airconditionings,"['air', 'con', 'di', 'ti', 'o', 'nings']",6
schroefas,"['schroef', 'as']",2
taalonderwijs,"['taal', 'on', 'der', 'wijs']",4
trottoirtegels,"['trot', 'toir', 'te', 'gels']",4
mazouts,"['ma', 'zouts']",2
schelkoordjes,"['schel', 'koord', 'jes']",3
tam,['tam'],1
beren,"['be', 'ren']",2
colporteren,"['col', 'por', 'te', 'ren']",4
zedenbederf,"['ze', 'den', 'be', 'derf']",4
Boekenweek,"['Boe', 'ken', 'week']",3
tussengeneratie,"['tus', 'sen', 'ge', 'ne', 'ra', 'tie']",6
balkje,"['balk', 'je']",2
jarig,"['ja', 'rig']",2
schuimpje,"['schuim', 'pje']",2
zelfvoorzienendheid,"['zelf', 'voor', 'zie', 'nend', 'heid']",5
honderdennegen,"['hon', 'derd', 'en', 'ne', 'gen']",5
schaalmodelletjes,"['schaal', 'mo', 'del', 'le', 'tjes']",5
welput,"['wel', 'put']",2
admiraties,"['ad', 'mi', 'ra', 'ties']",4
zwierders,"['zwier', 'ders']",2
ultra,"['ul', 'tra']",2
wegspeelden,"['weg', 'speel', 'den']",3
slagersmesje,"['sla', 'gers', 'mes', 'je']",4
ongezochte,"['on', 'ge', 'zoch', 'te']",4
stilvallen,"['stil', 'val', 'len']",3
buizenversterkertjes,"['bui', 'zen', 'ver', 'ster', 'ker', 'tjes']",6
sta gereed,"['sta', 'ge', 'reed']",3
Rotterdams,"['Rot', 'ter', 'dams']",3
klokvast,"['klok', 'vast']",2
abortusartsjes,"['abor', 'tus', 'arts', 'jes']",4
jopenbiertjes,"['jo', 'pen', 'bier', 'tjes']",4
studentenleven,"['stu', 'den', 'ten', 'le', 'ven']",5
geheadbangd,"['ge', 'head', 'bangd']",3
bestiarium,"['bes', 'ti', 'a', 'ri', 'um']",5
ronzebonzen,"['ron', 'ze', 'bon', 'zen']",4
muurdam,"['muur', 'dam']",2
onrechtvaardigheid,"['on', 'recht', 'vaar', 'dig', 'heid']",5
achthonderddertientje,"['acht', 'hon', 'derd', 'der', 'tien', 'tje']",6
cultuurgemeenschappen,"['cul', 'tuur', 'ge', 'meen', 'schap', 'pen']",6
contrasteker,"['con', 'tra', 'ste', 'ker']",4
vieruurtjes,"['vier', 'uur', 'tjes']",3
centilumens,"['cen', 'ti', 'lu', 'mens']",4
noodkoeling,"['nood', 'koe', 'ling']",3
kite,['kite'],1
frequentieverspringing,"['fre', 'quen', 'tie', 'ver', 'sprin', 'ging']",6
tongewelf,"['ton', 'ge', 'welf']",3
200 eurobiljetje,"['200', 'eu', 'ro', 'bil', 'jet', 'je']",6
jeep,['jeep'],1
toonfrequentie,"['toon', 'fre', 'quen', 'tie']",4
aftakelend,"['af', 'ta', 'ke', 'lend']",4
stroomrekening,"['stroom', 're', 'ke', 'ning']",4
gegevensverzameling,"['ge', 'ge', 'vens', 'ver', 'za', 'me', 'ling']",7
reisroutes,"['reis', 'rou', 'tes']",3
voorlichtingscampagnes,"['voor', 'lich', 'tings', 'cam', 'pag', 'nes']",6
basketbalbondjes,"['bas', 'ket', 'bal', 'bond', 'jes']",5
berijdbare,"['be', 'rijd', 'ba', 're']",4
k'tjes,"[""k'tjes""]",1
koffiedik,"['kof', 'fie', 'dik']",3
cruisecontrols,"['cruise', 'con', 'trols']",3
rondleider,"['rond', 'lei', 'der']",3
sleutelkind,"['sleu', 'tel', 'kind']",3
giardiaparasietjes,"['gi', 'ar', 'dia', 'pa', 'ra', 'siet', 'jes']",7
afglij,"['af', 'glij']",2
trouwstoeten,"['trouw', 'stoe', 'ten']",3
slijtersziekte,"['slij', 'ters', 'ziek', 'te']",4
zoet waters,"['zoet', 'wa', 'ters']",3
leviathan,"['le', 'vi', 'a', 'than']",4
varkenspoot,"['var', 'kens', 'poot']",3
neuroblast,"['neu', 'ro', 'blast']",3
zingbaardere,"['zing', 'baar', 'de', 're']",4
oerdieren,"['oer', 'die', 'ren']",3
azijnether,"['azijn', 'ether']",2
vloeistofjes,"['vloei', 'stof', 'jes']",3
halvezool,"['hal', 've', 'zool']",3
vasopressortje,"['va', 'so', 'pres', 'sor', 'tje']",5
dag,['dag'],1
Romeinse recht,"['Ro', 'mein', 'se', 'recht']",4
roerkoning,"['roer', 'ko', 'ning']",3
absis,"['ab', 'sis']",2
tekortdeden,"['te', 'kort', 'de', 'den']",4
plukharen,"['pluk', 'ha', 'ren']",3
wegrijdt,"['weg', 'rijdt']",2
alcoholiseren,"['al', 'co', 'ho', 'li', 'se', 'ren']",6
madetjes,"['ma', 'de', 'tjes']",3
omschakeling,"['om', 'scha', 'ke', 'ling']",4
xtc-handel,"['xtc-han', 'del']",2
kalle,"['kal', 'le']",2
zonnewende,"['zon', 'ne', 'wen', 'de']",4
ASFA,['ASFA'],1
dagticket,"['dag', 'tic', 'ket']",3
begintijd,"['be', 'gin', 'tijd']",3
houdster,"['houd', 'ster']",2
's-Gravenzanders,"[""'s-Gra"", 'ven', 'zan', 'ders']",4
bewoonstertjes,"['be', 'woon', 'ster', 'tjes']",4
voltmeters,"['volt', 'me', 'ters']",3
slaapwandelen,"['slaap', 'wan', 'de', 'len']",4
demotivering,"['de', 'mo', 'ti', 've', 'ring']",5
kwaadspreken,"['kwaad', 'spre', 'ken']",3
wereldkampioen,"['we', 'reld', 'kam', 'pi', 'oen']",5
salsa's,"['sal', ""sa's""]",2
wurgtang,"['wurg', 'tang']",2
shillings,"['shil', 'lings']",2
webservers,"['web', 'ser', 'vers']",3
pepermuntsausjes,"['pe', 'per', 'munt', 'saus', 'jes']",5
opril,"['op', 'ril']",2
afgezaagdst,"['af', 'ge', 'zaagdst']",3
forceren,"['for', 'ce', 'ren']",3
volzetten,"['vol', 'zet', 'ten']",3
limitatief,"['li', 'mi', 'ta', 'tief']",4
kidnappen,"['kid', 'nap', 'pen']",3
zeemanstaal,"['zee', 'mans', 'taal']",3
kazakje,"['ka', 'zak', 'je']",3
aio's,"['ai', ""o's""]",2
botersaus,"['bo', 'ter', 'saus']",3
lumpsum,"['lump', 'sum']",2
boeking,"['boe', 'king']",2
adempauzes,"['adem', 'pau', 'zes']",3
saaie,['saaie'],1
azijnzuur,"['azijn', 'zuur']",2
pummelig,"['pum', 'me', 'lig']",3
overpeinzen,"['over', 'pein', 'zen']",3
weerlegd,"['weer', 'legd']",2
Lars,['Lars'],1
volumestijgingen,"['vo', 'lu', 'me', 'stij', 'gin', 'gen']",6
Waddenzee,"['Wad', 'den', 'zee']",3
plichtsgetrouwste,"['plichts', 'ge', 'trouw', 'ste']",4
moralistischer,"['mo', 'ra', 'lis', 'ti', 'scher']",5
waterkever,"['wa', 'ter', 'ke', 'ver']",4
geconsigneerd,"['ge', 'con', 'sig', 'neerd']",4
B-grotetertstoonaard,"['B-gro', 'te', 'terts', 'toon', 'aard']",5
motelbedden,"['mo', 'tel', 'bed', 'den']",4
eerlozers,"['eer', 'lo', 'zers']",3
zaligsprekingen,"['za', 'lig', 'spre', 'kin', 'gen']",5
verkiezingszeges,"['ver', 'kie', 'zings', 'ze', 'ges']",5
horrorbejaardenhuis,"['hor', 'ror', 'be', 'jaar', 'den', 'huis']",6
snuffelen,"['snuf', 'fe', 'len']",3
gevroegstukt,"['ge', 'vroeg', 'stukt']",3
galvanisatie,"['gal', 'va', 'ni', 'sa', 'tie']",5
inbakerde,"['in', 'ba', 'ker', 'de']",4
hierna,"['hier', 'na']",2
gloeikous,"['gloei', 'kous']",2
homobarretjes,"['ho', 'mo', 'bar', 're', 'tjes']",5
koedoe,"['koe', 'doe']",2
doorluchtigere,"['door', 'luch', 'ti', 'ge', 're']",5
bekerophalertje,"['be', 'ker', 'op', 'ha', 'ler', 'tje']",6
privé,"['pri', 'vé']",2
stofvrij,"['stof', 'vrij']",2
inbox,"['in', 'box']",2
carnaal,"['car', 'naal']",2
kluisjes,"['kluis', 'jes']",2
meigroen,"['mei', 'groen']",2
klaagmuren,"['klaag', 'mu', 'ren']",3
asgrijste,"['as', 'grijs', 'te']",3
azavtani,"['azav', 'ta', 'ni']",3
actiedagen,"['ac', 'tie', 'da', 'gen']",4
vrindje,"['vrind', 'je']",2
verwantschapssysteem,"['ver', 'want', 'schaps', 'sys', 'teem']",5
rivaliteit,"['ri', 'va', 'li', 'teit']",4
inoperabelste,"['in', 'ope', 'ra', 'bel', 'ste']",5
foetaler,"['foe', 'ta', 'ler']",3
zedenspel,"['ze', 'den', 'spel']",3
aanrukken,"['aan', 'ruk', 'ken']",3
cribnummer,"['crib', 'num', 'mer']",3
pittig,"['pit', 'tig']",2
duimelen,"['dui', 'me', 'len']",3
hoopgevende,"['hoop', 'ge', 'ven', 'de']",4
plokworst,"['plok', 'worst']",2
uitbetalinkje,"['uit', 'be', 'ta', 'lin', 'kje']",5
mosterdgeelst,"['mos', 'terd', 'geelst']",3
hoofddeksel,"['hoofd', 'dek', 'sel']",3
hallucinair,"['hal', 'lu', 'ci', 'nair']",4
springtuig,"['spring', 'tuig']",2
tl-buis,['tl-buis'],1
schijnt,['schijnt'],1
tweepartijenstelsels,"['twee', 'par', 'tij', 'en', 'stel', 'sels']",6
public relations,"['pu', 'blic', 're', 'la', 'ti', 'ons']",6
losbinden,"['los', 'bin', 'den']",3
semasiologie,"['se', 'ma', 'sio', 'lo', 'gie']",5
garantie,"['ga', 'ran', 'tie']",3
smoorheet,"['smoor', 'heet']",2
België,"['Bel', 'gië']",2
havdalot,"['hav', 'da', 'lot']",3
ringbandjes,"['ring', 'band', 'jes']",3
bemanden,"['be', 'man', 'den']",3
tafeltje-dek-je,"['ta', 'fel', 'tje-dek-je']",3
allerergste,"['al', 'ler', 'erg', 'ste']",4
copyshop,"['co', 'py', 'shop']",3
spinnenwebvlies,"['spin', 'nen', 'web', 'vlies']",4
minderbroedertje,"['min', 'der', 'broe', 'der', 'tje']",5
klagend,"['kla', 'gend']",2
hoofdletters,"['hoofd', 'let', 'ters']",3
echtverklaring,"['echt', 'ver', 'kla', 'ring']",4
gaanderijtjes,"['gaan', 'de', 'rij', 'tjes']",4
uitstuurde,"['uit', 'stuur', 'de']",3
hulpverlener,"['hulp', 'ver', 'le', 'ner']",4
reddingsoperaties,"['red', 'dings', 'ope', 'ra', 'ties']",5
rechttrekken,"['recht', 'trek', 'ken']",3
klatergoud,"['kla', 'ter', 'goud']",3
fladder,"['flad', 'der']",2
spartelen,"['spar', 'te', 'len']",3
vertalend,"['ver', 'ta', 'lend']",3
overbelasten,"['over', 'be', 'las', 'ten']",4
1D,['1D'],1
bosbedrijf,"['bos', 'be', 'drijf']",3
Cambodjaansen,"['Cam', 'bod', 'jaan', 'sen']",4
transistortjes,"['tran', 'sis', 'tor', 'tjes']",4
eigenaardig,"['ei', 'gen', 'aar', 'dig']",4
schuw,['schuw'],1
pasta,"['pas', 'ta']",2
nasleep,"['na', 'sleep']",2
lavavlakten,"['la', 'va', 'vlak', 'ten']",4
schokbestendig,"['schok', 'be', 'sten', 'dig']",4
gerotzooi,"['ge', 'rot', 'zooi']",3
verbouwereerd,"['ver', 'bou', 'we', 'reerd']",4
gespreksstof,"['ge', 'spreks', 'stof']",3
Bleeke Kil,"['Blee', 'ke', 'Kil']",3
kunststromingen,"['kunst', 'stro', 'min', 'gen']",4
discant,"['dis', 'cant']",2
futlozer,"['fut', 'lo', 'zer']",3
massavernietigingswapentjes,"['mas', 'sa', 'ver', 'nie', 'ti', 'gings', 'wa', 'pen', 'tjes']",9
nabloedend,"['na', 'bloe', 'dend']",3
linksonder,"['links', 'on', 'der']",3
paraenese,"['pa', 'rae', 'ne', 'se']",4
sterfgevallen,"['sterf', 'ge', 'val', 'len']",4
reine,"['rei', 'ne']",2
vondertjes,"['von', 'der', 'tjes']",3
zogwater,"['zog', 'wa', 'ter']",3
smartje,"['smart', 'je']",2
boekhield,"['boek', 'hield']",2
omverschieten,"['om', 'ver', 'schie', 'ten']",4
roeren,"['roe', 'ren']",2
vindbaarder,"['vind', 'baar', 'der']",3
producent,"['pro', 'du', 'cent']",3
BNC,['BNC'],1
marathons,"['ma', 'ra', 'thons']",3
keerkring,"['keer', 'kring']",2
zakenbank,"['za', 'ken', 'bank']",3
likete,"['like', 'te']",2
systeemwetenschappen,"['sys', 'teem', 'we', 'ten', 'schap', 'pen']",6
waarvan,"['waar', 'van']",2
geoliedere,"['ge', 'olie', 'de', 're']",4
gastro-enteritissen,"['gas', 'tro-en', 'te', 'ri', 'tis', 'sen']",6
donkerbruinst,"['don', 'ker', 'bruinst']",3
skûtsjes,"['skût', 'sjes']",2
baardmos,"['baard', 'mos']",2
Beeldenstorm,"['Beel', 'den', 'storm']",3
optiek,"['op', 'tiek']",2
sociaalpsychologisch,"['so', 'ci', 'aal', 'psy', 'cho', 'lo', 'gisch']",7
arsenaal,"['ar', 'se', 'naal']",3
pijnappel,"['pijn', 'ap', 'pel']",3
halsoverkop,"['hals', 'over', 'kop']",3
beloeren,"['be', 'loe', 'ren']",3
goudlegering,"['goud', 'le', 'ge', 'ring']",4
ophanging,"['op', 'han', 'ging']",3
opgeploegd,"['op', 'ge', 'ploegd']",3
boenen schoon,"['boe', 'nen', 'schoon']",3
analysant,"['ana', 'ly', 'sant']",3
pass,['pass'],1
facteur,"['fac', 'teur']",2
blijgeestigers,"['blij', 'gees', 'ti', 'gers']",4
zuidpunt,"['zuid', 'punt']",2
Andorrees,"['An', 'dor', 'rees']",3
rechterlijkers,"['rech', 'ter', 'lij', 'kers']",4
dikst,['dikst'],1
a prima vista,"['a', 'pri', 'ma', 'vis', 'ta']",5
voorbereidste,"['voor', 'be', 'reid', 'ste']",4
povertjes,"['po', 'ver', 'tjes']",3
schrijven weg,"['schrij', 'ven', 'weg']",3
vetklompjes,"['vet', 'klomp', 'jes']",3
Tessenderlose,"['Tes', 'sen', 'der', 'lo', 'se']",5
konijnenpijpjes,"['ko', 'nij', 'nen', 'pijp', 'jes']",5
drijvende,"['drij', 'ven', 'de']",3
xerofiel,"['xe', 'ro', 'fiel']",3
zwegen,"['zwe', 'gen']",2
energieomzettingen,"['ener', 'gie', 'om', 'zet', 'tin', 'gen']",6
verslikt,"['ver', 'slikt']",2
vleugelslag,"['vleu', 'gel', 'slag']",3
conferentiezaaltjes,"['con', 'fe', 'ren', 'tie', 'zaal', 'tjes']",6
quadrafonisch,"['qua', 'dra', 'fo', 'nisch']",4
bosbouwkundig,"['bos', 'bouw', 'kun', 'dig']",4
telegraferen,"['te', 'le', 'gra', 'fe', 'ren']",5
ribbenkassen,"['rib', 'ben', 'kas', 'sen']",4
