woorden,lettergrepen,aantal lettergrepen
ziekenhuisafdelingen,"['zie', 'ken', 'huis', 'af', 'de', 'lin', 'gen']",7
treed toe,"['treed', 'toe']",2
blootshoofds,"['bloots', 'hoofds']",2
stiet,['stiet'],1
zelfhulpgroep,"['zelf', 'hulp', 'groep']",3
andrologie,"['an', 'dro', 'lo', 'gie']",4
foyer,"['foy', 'er']",2
veiling bij opbod,"['vei', 'ling', 'bij', 'op', 'bod']",5
kandij,"['kan', 'dij']",2
goudadertjes,"['goud', 'ader', 'tjes']",3
inkarnaat,"['in', 'kar', 'naat']",3
framboos,"['fram', 'boos']",2
Parmezaans,"['Par', 'me', 'zaans']",3
catechisant,"['ca', 'te', 'chi', 'sant']",4
Georgië,"['Ge', 'or', 'gië']",3
lustigheidjes,"['lus', 'tig', 'heid', 'jes']",4
afdragend,"['af', 'dra', 'gend']",3
huiver,"['hui', 'ver']",2
hoofdplaatsen,"['hoofd', 'plaat', 'sen']",3
spijgat,"['spij', 'gat']",2
onuitvoerbaars,"['on', 'uit', 'voer', 'baars']",4
kokosgarens,"['ko', 'kos', 'ga', 'rens']",4
veegmessen,"['veeg', 'mes', 'sen']",3
ontvlocht,"['ont', 'vlocht']",2
aanhechtingen,"['aan', 'hech', 'tin', 'gen']",4
eilandenzee,"['ei', 'lan', 'den', 'zee']",4
daaraan,"['daar', 'aan']",2
botanie,"['bo', 'ta', 'nie']",3
duw,['duw'],1
zwemadviezen,"['zwem', 'ad', 'vie', 'zen']",4
stroopsuiker,"['stroop', 'sui', 'ker']",3
wezen,"['we', 'zen']",2
kostendekkingsgraad,"['kos', 'ten', 'dek', 'kings', 'graad']",5
gegrabd,"['ge', 'grabd']",2
neutjes,"['neut', 'jes']",2
jeinen,"['jei', 'nen']",2
spaarder,"['spaar', 'der']",2
dravik,"['dra', 'vik']",2
feestvierder,"['feest', 'vier', 'der']",3
polyanthisch,"['po', 'ly', 'an', 'thisch']",4
Bahrein,"['Bah', 'rein']",2
watertrappen,"['wa', 'ter', 'trap', 'pen']",4
vergeling,"['ver', 'ge', 'ling']",3
elektrobioscopie,"['elek', 'tro', 'bio', 'sco', 'pie']",5
überseksueel,"['über', 'sek', 'su', 'eel']",4
fractal,"['frac', 'tal']",2
blakeren,"['bla', 'ke', 'ren']",3
gladstrijken,"['glad', 'strij', 'ken']",3
regicide,"['re', 'gi', 'ci', 'de']",4
percolatie,"['per', 'co', 'la', 'tie']",4
tweevoud,"['twee', 'voud']",2
nauwlettenders,"['nauw', 'let', 'ten', 'ders']",4
strikes,['strikes'],1
sadistetjes,"['sa', 'dis', 'te', 'tjes']",4
Wijchenaartjes,"['Wij', 'che', 'naar', 'tjes']",4
luwen,"['lu', 'wen']",2
pin,['pin'],1
emotioneren,"['emo', 'ti', 'o', 'ne', 'ren']",5
bestaande,"['be', 'staan', 'de']",3
bloeikolf,"['bloei', 'kolf']",2
finaliseerde,"['fi', 'na', 'li', 'seer', 'de']",5
unbinilium,"['un', 'bi', 'ni', 'li', 'um']",5
tomatenketchup,"['to', 'ma', 'ten', 'ket', 'chup']",5
brandstoftank,"['brand', 'stof', 'tank']",3
malie,"['ma', 'lie']",2
binst,['binst'],1
volgorde,"['volg', 'or', 'de']",3
alarmeren,"['alar', 'me', 'ren']",3
snuffelen,"['snuf', 'fe', 'len']",3
verzenuwd,"['ver', 'ze', 'nuwd']",3
gasnetjes,"['gas', 'net', 'jes']",3
binnenruimten,"['bin', 'nen', 'ruim', 'ten']",4
dunnere,"['dun', 'ne', 're']",3
busongeval,"['bus', 'on', 'ge', 'val']",4
gevoeglijkst,"['ge', 'voeg', 'lijkst']",3
alice-in-wonderlandsyndroom,"['alice-in-won', 'der', 'land', 'syn', 'droom']",5
dominant,"['do', 'mi', 'nant']",3
gaspoken,"['gas', 'po', 'ken']",3
inpolderingen,"['in', 'pol', 'de', 'rin', 'gen']",5
bemodderdste,"['be', 'mod', 'derd', 'ste']",4
bloemrijkere,"['bloem', 'rij', 'ke', 're']",4
veehandel,"['vee', 'han', 'del']",3
schimmel,"['schim', 'mel']",2
leizen,"['lei', 'zen']",2
knoopcel,"['knoop', 'cel']",2
endemisme,"['en', 'de', 'mis', 'me']",4
bakmixen,"['bak', 'mixen']",2
jajem,"['ja', 'jem']",2
broodrooster,"['brood', 'roos', 'ter']",3
rundertjes,"['run', 'der', 'tjes']",3
orbitaaltje,"['or', 'bi', 'taal', 'tje']",4
petavolt,"['pe', 'ta', 'volt']",3
ontgaste,"['ont', 'gas', 'te']",3
wending,"['wen', 'ding']",2
buigbaardere,"['buig', 'baar', 'de', 're']",4
sensatiebelustst,"['sen', 'sa', 'tie', 'be', 'lustst']",5
gesitueerd,"['ge', 'si', 'tu', 'eerd']",4
reviewend,"['re', 'vie', 'wend']",3
zero,"['ze', 'ro']",2
bovendrijven,"['bo', 'ven', 'drij', 'ven']",4
boomrijke,"['boom', 'rij', 'ke']",3
begrotelijk,"['be', 'gro', 'te', 'lijk']",4
aftomend,"['af', 'to', 'mend']",3
opschrijft,"['op', 'schrijft']",2
holmium,"['hol', 'mi', 'um']",3
wegstormen,"['weg', 'stor', 'men']",3
bergmeel,"['berg', 'meel']",2
Hongaarse,"['Hon', 'gaar', 'se']",3
loswekende,"['los', 'we', 'ken', 'de']",4
tuners,"['tu', 'ners']",2
zwaarwichtig,"['zwaar', 'wich', 'tig']",3
sleurend,"['sleu', 'rend']",2
cadmium,"['cad', 'mi', 'um']",3
weggestroomd,"['weg', 'ge', 'stroomd']",3
handelstaal,"['han', 'dels', 'taal']",3
kruisbes,"['kruis', 'bes']",2
discussiegroepje,"['dis', 'cus', 'sie', 'groep', 'je']",5
dagblad,"['dag', 'blad']",2
chocoladebier,"['cho', 'co', 'la', 'de', 'bier']",5
aanbotsen,"['aan', 'bot', 'sen']",3
teniet,"['te', 'niet']",2
signaal-ruisafstand,"['sig', 'naal-ruis', 'af', 'stand']",4
gemekkerd,"['ge', 'mek', 'kerd']",3
zieltjes,"['ziel', 'tjes']",2
puberend,"['pu', 'be', 'rend']",3
boormossel,"['boor', 'mos', 'sel']",3
marktconform,"['markt', 'con', 'form']",3
emigrantes,"['emi', 'gran', 'tes']",3
genotzuchtig,"['ge', 'not', 'zuch', 'tig']",4
ouderlijk huis,"['ou', 'der', 'lijk', 'huis']",4
inkalven,"['in', 'kal', 'ven']",3
charter,"['char', 'ter']",2
spanlakken,"['span', 'lak', 'ken']",3
vertaalinstallatie,"['ver', 'taal', 'in', 'stal', 'la', 'tie']",6
West-Europeanen,"['West-Eu', 'ro', 'pe', 'a', 'nen']",5
versteender,"['ver', 'steen', 'der']",3
terugschrokken,"['te', 'rug', 'schrok', 'ken']",4
demonstratiemodel,"['de', 'mon', 'stra', 'tie', 'mo', 'del']",6
houtsnijder,"['hout', 'snij', 'der']",3
non-actiefstelling,"['non-ac', 'tief', 'stel', 'ling']",4
Europees Parlement,"['Eu', 'ro', 'pees', 'Par', 'le', 'ment']",6
wijfjesapen,"['wijf', 'jes', 'apen']",3
wilsbekwaamheid,"['wils', 'be', 'kwaam', 'heid']",4
verdeelstekker,"['ver', 'deel', 'stek', 'ker']",4
jamaicapeper,"['ja', 'mai', 'ca', 'pe', 'per']",5
gouvernement,"['gou', 'ver', 'ne', 'ment']",4
beademingsmachines,"['be', 'a', 'de', 'mings', 'ma', 'chi', 'nes']",7
filmografie,"['fil', 'mo', 'gra', 'fie']",4
patenttrol,"['pa', 'tent', 'trol']",3
aviatiek,"['avi', 'a', 'tiek']",3
-latrie,"['-la', 'trie']",2
rubidium,"['ru', 'bi', 'di', 'um']",4
verschik,"['ver', 'schik']",2
jongensarmen,"['jon', 'gens', 'ar', 'men']",4
concludenter,"['con', 'clu', 'den', 'ter']",4
collectioneur,"['col', 'lec', 'ti', 'o', 'neur']",5
miniwhiskeyflesje,"['mi', 'ni', 'whis', 'key', 'fles', 'je']",6
stipuleren,"['sti', 'pu', 'le', 'ren']",4
a-capellakoortje,"['a-ca', 'pel', 'la', 'koor', 'tje']",5
chatkanaal,"['chat', 'ka', 'naal']",3
wegraakte,"['weg', 'raak', 'te']",3
absorptieneveltjes,"['ab', 'sorp', 'tie', 'ne', 'vel', 'tjes']",6
zes,['zes'],1
bijdraaien,"['bij', 'draai', 'en']",3
oevers,"['oe', 'vers']",2
e'tje,"[""e'tje""]",1
pluriformiteit,"['plu', 'ri', 'for', 'mi', 'teit']",5
bladachtigs,"['blad', 'ach', 'tigs']",3
omtrek,"['om', 'trek']",2
stegel,"['ste', 'gel']",2
orde,"['or', 'de']",2
aanraakbaarder,"['aan', 'raak', 'baar', 'der']",4
veiliggesteld,"['vei', 'lig', 'ge', 'steld']",4
vulkaniseren,"['vul', 'ka', 'ni', 'se', 'ren']",5
onherbergzaam,"['on', 'her', 'berg', 'zaam']",4
devotioneel,"['de', 'vo', 'ti', 'o', 'neel']",5
gegadigde,"['ge', 'ga', 'dig', 'de']",4
uittrekken,"['uit', 'trek', 'ken']",3
gevorst,"['ge', 'vorst']",2
dertiende,"['der', 'tien', 'de']",3
beschamende,"['be', 'scha', 'men', 'de']",4
Mesopotamië,"['Me', 'so', 'po', 'ta', 'mië']",5
roddelen,"['rod', 'de', 'len']",3
stapelblokje,"['sta', 'pel', 'blok', 'je']",4
bidonville,"['bi', 'don', 'vil', 'le']",4
encyclopedie,"['en', 'cy', 'clo', 'pe', 'die']",5
onlekkers,"['on', 'lek', 'kers']",3
doorlatend,"['door', 'la', 'tend']",3
komkommermaandje,"['kom', 'kom', 'mer', 'maand', 'je']",5
duwt open,"['duwt', 'open']",2
riedelen,"['rie', 'de', 'len']",3
verharding,"['ver', 'har', 'ding']",3
schooier,"['schooi', 'er']",2
tikken binnen,"['tik', 'ken', 'bin', 'nen']",4
annexeer,"['an', 'nexeer']",2
Bermuda,"['Ber', 'mu', 'da']",3
verschotten,"['ver', 'schot', 'ten']",3
jonko,"['jon', 'ko']",2
gordelende,"['gor', 'de', 'len', 'de']",4
bijbelneuker,"['bij', 'bel', 'neu', 'ker']",4
Ndonga,"['Ndon', 'ga']",2
audioberichten,"['au', 'dio', 'be', 'rich', 'ten']",5
allee,"['al', 'lee']",2
hakbeitels,"['hak', 'bei', 'tels']",3
aerostatica,"['ae', 'ro', 'sta', 'ti', 'ca']",5
hardloopwedstrijdjes,"['hard', 'loop', 'wed', 'strijd', 'jes']",5
vaalblonde,"['vaal', 'blon', 'de']",3
kromhoorns,"['krom', 'hoorns']",2
bloedlink,"['bloed', 'link']",2
opbouwen,"['op', 'bou', 'wen']",3
Lets,['Lets'],1
mijnenruimer,"['mij', 'nen', 'rui', 'mer']",4
hyperreflectie,"['hy', 'per', 're', 'flec', 'tie']",5
nijdig,"['nij', 'dig']",2
past,['past'],1
misstaan,"['mis', 'staan']",2
angstvalligers,"['angst', 'val', 'li', 'gers']",4
incongruent,"['in', 'con', 'gru', 'ent']",4
kakhuis,"['kak', 'huis']",2
fraudezaak,"['frau', 'de', 'zaak']",3
zandsuppletie,"['zand', 'sup', 'ple', 'tie']",4
napperon,"['nap', 'pe', 'ron']",3
tarwekiemolie,"['tar', 'we', 'kiem', 'olie']",4
kalkoensers,"['kal', 'koen', 'sers']",3
update,"['up', 'date']",2
mal,['mal'],1
eyeliner,"['eye', 'li', 'ner']",3
aandelentransactie,"['aan', 'de', 'len', 'trans', 'ac', 'tie']",6
aanwint,"['aan', 'wint']",2
motorboot,"['mo', 'tor', 'boot']",3
balvastere,"['bal', 'vas', 'te', 're']",4
volleerdere,"['vol', 'leer', 'de', 're']",4
Looienaren,"['Looi', 'ena', 'ren']",3
stijgen,"['stij', 'gen']",2
lentestorm,"['len', 'te', 'storm']",3
vakantieconcepten,"['va', 'kan', 'tie', 'con', 'cep', 'ten']",6
coronastrategieën,"['co', 'ro', 'na', 'stra', 'te', 'gie', 'ën']",7
meerderwaardigere,"['meer', 'der', 'waar', 'di', 'ge', 're']",6
wake,"['wa', 'ke']",2
Aa,['Aa'],1
schoolmaaltijdenprojectje,"['school', 'maal', 'tij', 'den', 'pro', 'ject', 'je']",7
oksels,"['ok', 'sels']",2
keutelkutten,"['keu', 'tel', 'kut', 'ten']",4
Groenlandzee,"['Groen', 'land', 'zee']",3
vertreden,"['ver', 'tre', 'den']",3
kelderen,"['kel', 'de', 'ren']",3
neurend,"['neu', 'rend']",2
spui,['spui'],1
historiciteit,"['his', 'to', 'ri', 'ci', 'teit']",5
rapziekte,"['rap', 'ziek', 'te']",3
gaffeltuig,"['gaf', 'fel', 'tuig']",3
telerail,"['te', 'le', 'rail']",3
baaierd,"['baai', 'erd']",2
staartbeen,"['staart', 'been']",2
azertytoetsenbord,"['azer', 'ty', 'toet', 'sen', 'bord']",5
fijnbesnaards,"['fijn', 'be', 'snaards']",3
Apache,"['Apa', 'che']",2
wondden,"['wond', 'den']",2
quintetten,"['quin', 'tet', 'ten']",3
zelfredzaamheid,"['zelf', 'red', 'zaam', 'heid']",4
geonaneerd,"['ge', 'ona', 'neerd']",3
houwen,"['hou', 'wen']",2
drielobbig,"['drie', 'lob', 'big']",3
afknelden,"['af', 'knel', 'den']",3
infectieziekten,"['in', 'fec', 'tie', 'ziek', 'ten']",5
krabber,"['krab', 'ber']",2
panikerend,"['pa', 'ni', 'ke', 'rend']",4
dunnen,"['dun', 'nen']",2
standplaats,"['stand', 'plaats']",2
schroevendraaier,"['schroe', 'ven', 'draai', 'er']",4
doodgeschoten,"['dood', 'ge', 'scho', 'ten']",4
romigste,"['ro', 'mig', 'ste']",3
vroegrijp,"['vroeg', 'rijp']",2
impedantie,"['im', 'pe', 'dan', 'tie']",4
dikbuik,"['dik', 'buik']",2
futon,"['fu', 'ton']",2
omroepbericht,"['om', 'roep', 'be', 'richt']",4
gletsjers,"['glet', 'sjers']",2
links,['links'],1
celbiologie,"['cel', 'bio', 'lo', 'gie']",4
uitscheidend,"['uit', 'schei', 'dend']",3
weertafel,"['weer', 'ta', 'fel']",3
kation,"['kat', 'ion']",2
nieuwbakkens,"['nieuw', 'bak', 'kens']",3
latei,"['la', 'tei']",2
weekmarkt,"['week', 'markt']",2
familienaam,"['fa', 'mi', 'lie', 'naam']",4
vechtsport,"['vecht', 'sport']",2
altpartij,"['alt', 'par', 'tij']",3
voorruit,"['voor', 'ruit']",2
bommels,"['bom', 'mels']",2
grootboekrekeningetjes,"['groot', 'boek', 're', 'ke', 'nin', 'ge', 'tjes']",7
Dime,"['Di', 'me']",2
zekerheidsstelseltjes,"['ze', 'ker', 'heids', 'stel', 'sel', 'tjes']",6
versierstertje,"['ver', 'sier', 'ster', 'tje']",4
woordenlozer,"['woor', 'den', 'lo', 'zer']",4
boel,['boel'],1
levensmoest,"['le', 'vens', 'moest']",3
uitgezochte,"['uit', 'ge', 'zoch', 'te']",4
amper,"['am', 'per']",2
fysioplastisch,"['fy', 'sio', 'plas', 'tisch']",4
déjà-vugevoel,"['dé', 'jà-vu', 'ge', 'voel']",4
cibleren,"['ci', 'ble', 'ren']",3
vermeerderen,"['ver', 'meer', 'de', 'ren']",4
lommer,"['lom', 'mer']",2
afviste,"['af', 'vis', 'te']",3
meedeinen,"['mee', 'dei', 'nen']",3
indiscreetst,"['in', 'dis', 'creetst']",3
uitwerpen,"['uit', 'wer', 'pen']",3
genoegdoeningen,"['ge', 'noeg', 'doe', 'nin', 'gen']",5
stimulerendst,"['sti', 'mu', 'le', 'rendst']",4
piske,"['pis', 'ke']",2
vloedstroom,"['vloed', 'stroom']",2
welnee,"['wel', 'nee']",2
bloeder,"['bloe', 'der']",2
gelijksoortigst,"['ge', 'lijk', 'soor', 'tigst']",4
droogweg,"['droog', 'weg']",2
helwit,"['hel', 'wit']",2
kerststronken,"['kerst', 'stron', 'ken']",3
adoniseert,"['ado', 'ni', 'seert']",3
verzadigde,"['ver', 'za', 'dig', 'de']",4
Noordkust-Aloene,"['Noord', 'kust-Aloe', 'ne']",3
kogelronde,"['ko', 'gel', 'ron', 'de']",4
formaliteit,"['for', 'ma', 'li', 'teit']",4
ontgrendelingen,"['ont', 'gren', 'de', 'lin', 'gen']",5
beter betaald,"['beter', 'be', 'taald']",3
vernietigen,"['ver', 'nie', 'ti', 'gen']",4
kinderoogjes,"['kin', 'der', 'oog', 'jes']",4
loeien,"['loei', 'en']",2
zwemwateren,"['zwem', 'wa', 'te', 'ren']",4
zakenkantoor,"['za', 'ken', 'kan', 'toor']",4
deurknop,"['deur', 'knop']",2
Letlandse,"['Let', 'land', 'se']",3
toedeledokie,"['toe', 'de', 'le', 'do', 'kie']",5
uitlaten,"['uit', 'la', 'ten']",3
kaakje,"['kaak', 'je']",2
geteisterde,"['ge', 'teis', 'ter', 'de']",4
bikers,"['bi', 'kers']",2
analyseren,"['ana', 'ly', 'se', 'ren']",4
stapelgeheugen,"['sta', 'pel', 'ge', 'heu', 'gen']",5
Calvijn,"['Cal', 'vijn']",2
zomermaandjes,"['zo', 'mer', 'maand', 'jes']",4
lumineust,"['lu', 'mi', 'neust']",3
hop,['hop'],1
achillespeesontsteking,"['achil', 'les', 'pees', 'ont', 'ste', 'king']",6
babyberen,"['ba', 'by', 'be', 'ren']",4
etentje,"['eten', 'tje']",2
defensie-uitgaven,"['de', 'fen', 'sie-uit', 'ga', 'ven']",5
weggeleid,"['weg', 'ge', 'leid']",3
fintje,"['fint', 'je']",2
soepschildpad,"['soep', 'schild', 'pad']",3
neveneffectjes,"['ne', 'ven', 'ef', 'fect', 'jes']",5
lezers,"['le', 'zers']",2
hommer,"['hom', 'mer']",2
dievenbendetjes,"['die', 'ven', 'ben', 'de', 'tjes']",5
censureren,"['cen', 'su', 're', 'ren']",4
87-jarige,"['87-ja', 'rige']",2
vrachtprijzen,"['vracht', 'prij', 'zen']",3
kafkaiaans,"['kaf', 'ka', 'iaans']",3
eindejaarspremie,"['ein', 'de', 'jaars', 'pre', 'mie']",5
inslagpunt,"['in', 'slag', 'punt']",3
houtkachel,"['hout', 'ka', 'chel']",3
aanbiddelijkere,"['aan', 'bid', 'de', 'lij', 'ke', 're']",6
oogkwaaltjes,"['oog', 'kwaal', 'tjes']",3
kerncentrale,"['kern', 'cen', 'tra', 'le']",4
verstolenst,"['ver', 'sto', 'lenst']",3
wegbedekking,"['weg', 'be', 'dek', 'king']",4
tevoren,"['te', 'vo', 'ren']",3
verdelgingen,"['ver', 'del', 'gin', 'gen']",4
aanhangmotors,"['aan', 'hang', 'mo', 'tors']",4
straatkeitjes,"['straat', 'kei', 'tjes']",3
afkussend,"['af', 'kus', 'send']",3
methodeleer,"['me', 'tho', 'de', 'leer']",4
flosdraden,"['flos', 'dra', 'den']",3
adoptie-embryo,"['adop', 'tie-em', 'bryo']",3
lavakoepel,"['la', 'va', 'koe', 'pel']",4
orkaantjes,"['or', 'kaan', 'tjes']",3
stoorder,"['stoor', 'der']",2
naaikransen,"['naai', 'kran', 'sen']",3
mimicry,"['mi', 'mi', 'cry']",3
djembé,"['djem', 'bé']",2
enggeestig,"['eng', 'gees', 'tig']",3
toiletplantjes,"['toi', 'let', 'plant', 'jes']",4
megagrammetje,"['me', 'ga', 'gram', 'me', 'tje']",5
klankvolumen,"['klank', 'vo', 'lu', 'men']",4
tornooi,"['tor', 'nooi']",2
huwelijksfeesten,"['hu', 'we', 'lijks', 'fees', 'ten']",5
peuken,"['peu', 'ken']",2
kenbaarheden,"['ken', 'baar', 'he', 'den']",4
honderdvierentwintig,"['hon', 'derd', 'vier', 'en', 'twin', 'tig']",6
vlooienbeten,"['vlooi', 'en', 'be', 'ten']",4
Hamburg,"['Ham', 'burg']",2
maffioos,"['maf', 'fi', 'oos']",3
temperatuur,"['tem', 'pe', 'ra', 'tuur']",4
uitfluiten,"['uit', 'flui', 'ten']",3
wittebrood,"['wit', 'te', 'brood']",3
vastgoedfraudezaak,"['vast', 'goed', 'frau', 'de', 'zaak']",5
serpentigere,"['ser', 'pen', 'ti', 'ge', 're']",5
plaspil,"['plas', 'pil']",2
basisloon,"['ba', 'sis', 'loon']",3
broeikasjes,"['broei', 'kas', 'jes']",3
naverteld,"['na', 'ver', 'teld']",3
mavo,"['ma', 'vo']",2
breekbaardere,"['breek', 'baar', 'de', 're']",4
onredelijker,"['on', 're', 'de', 'lij', 'ker']",5
sicavs,"['si', 'cavs']",2
Napolitaans,"['Na', 'po', 'li', 'taans']",4
adopteerde,"['adop', 'teer', 'de']",3
middenstip,"['mid', 'den', 'stip']",3
hondsdol,"['honds', 'dol']",2
verbijzonderen,"['ver', 'bij', 'zon', 'de', 'ren']",5
ontzouting,"['ont', 'zou', 'ting']",3
vertegenwoordigen,"['ver', 'te', 'gen', 'woor', 'di', 'gen']",6
melaatsere,"['me', 'laat', 'se', 're']",4
familiezaakje,"['fa', 'mi', 'lie', 'zaak', 'je']",5
baggerbedrijf,"['bag', 'ger', 'be', 'drijf']",4
Nenets,"['Ne', 'nets']",2
skiwas,"['ski', 'was']",2
coprolalie,"['co', 'pro', 'la', 'lie']",4
flatwijk,"['flat', 'wijk']",2
panhellenistisch,"['pan', 'hel', 'le', 'nis', 'tisch']",5
motachtigst,"['mot', 'ach', 'tigst']",3
Bahama's,"['Ba', 'ha', ""ma's""]",3
vaalt,['vaalt'],1
kijklustigers,"['kijk', 'lus', 'ti', 'gers']",4
hikerfamilies,"['hi', 'ker', 'fa', 'mi', 'lies']",5
mixend,['mixend'],1
oproepbaarste,"['op', 'roep', 'baar', 'ste']",4
hummertjes,"['hum', 'mer', 'tjes']",3
casemanager,"['case', 'ma', 'na', 'ger']",4
immens,"['im', 'mens']",2
eenwinters,"['een', 'win', 'ters']",3
uitleg,"['uit', 'leg']",2
revaluaties,"['re', 'va', 'lu', 'a', 'ties']",5
lentes,"['len', 'tes']",2
tweede naamval,"['twee', 'de', 'naam', 'val']",4
glasvezelaansluiting,"['glas', 've', 'zel', 'aan', 'slui', 'ting']",6
maandagnamiddagen,"['maan', 'dag', 'na', 'mid', 'da', 'gen']",6
naafdop,"['naaf', 'dop']",2
legislatie,"['le', 'gis', 'la', 'tie']",4
aarsvinnetje,"['aars', 'vin', 'ne', 'tje']",4
cultuurbarbaar,"['cul', 'tuur', 'bar', 'baar']",4
fellogeen,"['fel', 'lo', 'geen']",3
kleden,"['kle', 'den']",2
liefst,['liefst'],1
adoptiefkinderen,"['adop', 'tief', 'kin', 'de', 'ren']",5
positionering,"['po', 'si', 'ti', 'o', 'ne', 'ring']",6
grijp vast,"['grijp', 'vast']",2
nadrukte,"['na', 'druk', 'te']",3
beroepsonderwijs,"['be', 'roeps', 'on', 'der', 'wijs']",5
maiskolfjes,"['mais', 'kolf', 'jes']",3
gezinsvakantietje,"['ge', 'zins', 'va', 'kan', 'tie', 'tje']",6
fotokopie,"['fo', 'to', 'ko', 'pie']",4
satellietstad,"['sa', 'tel', 'liet', 'stad']",4
afrodieten,"['afro', 'die', 'ten']",3
afnemer,"['af', 'ne', 'mer']",3
ontogenie,"['on', 'to', 'ge', 'nie']",4
kolibrie,"['ko', 'li', 'brie']",3
pepermuntsausen,"['pe', 'per', 'munt', 'sau', 'sen']",5
spiegelgalvanometer,"['spie', 'gel', 'gal', 'va', 'no', 'me', 'ter']",7
massaterreur,"['mas', 'sa', 'ter', 'reur']",4
c,['c'],1
landden,"['land', 'den']",2
inluizen,"['in', 'lui', 'zen']",3
hartslag,"['hart', 'slag']",2
caprylaat,"['ca', 'pry', 'laat']",3
sextje,"['sext', 'je']",2
fibroadenoom,"['fi', 'bro', 'a', 'de', 'noom']",5
student,"['stu', 'dent']",2
pelsen,"['pel', 'sen']",2
holenbeer,"['ho', 'len', 'beer']",3
vanwaar,"['van', 'waar']",2
bejaardenpassen,"['be', 'jaar', 'den', 'pas', 'sen']",5
plaszakken,"['plas', 'zak', 'ken']",3
nodelozers,"['no', 'de', 'lo', 'zers']",4
pathologie,"['pa', 'tho', 'lo', 'gie']",4
wegenstelsels,"['we', 'gen', 'stel', 'sels']",4
booswicht,"['boos', 'wicht']",2
pastaprutjes,"['pas', 'ta', 'prut', 'jes']",4
reflecteren,"['re', 'flec', 'te', 'ren']",4
tapsters,"['tap', 'sters']",2
aardalkalimetaal,"['aard', 'al', 'ka', 'li', 'me', 'taal']",6
reuen,"['reu', 'en']",2
bespelend,"['be', 'spe', 'lend']",3
pissige,"['pis', 'si', 'ge']",3
kwaadsprekerijen,"['kwaad', 'spre', 'ke', 'rij', 'en']",5
pezerik,"['pe', 'ze', 'rik']",3
aanpakken,"['aan', 'pak', 'ken']",3
imitatie,"['imi', 'ta', 'tie']",3
opril,"['op', 'ril']",2
getijgerd,"['ge', 'tij', 'gerd']",3
uitgewiste,"['uit', 'ge', 'wis', 'te']",4
bekortend,"['be', 'kor', 'tend']",3
teleurstellen,"['te', 'leur', 'stel', 'len']",4
peristilium,"['pe', 'ris', 'ti', 'li', 'um']",5
Kazachstan,"['Ka', 'zach', 'stan']",3
dressoirs,"['dres', 'soirs']",2
wegteer,"['weg', 'teer']",2
ouderlijkere,"['ou', 'der', 'lij', 'ke', 're']",5
poelietrekker,"['poe', 'lie', 'trek', 'ker']",4
hiernaar,"['hier', 'naar']",2
testcase,"['test', 'case']",2
voorzorgsprincipe,"['voor', 'zorgs', 'prin', 'ci', 'pe']",5
wegvliegt,"['weg', 'vliegt']",2
klimatologie,"['kli', 'ma', 'to', 'lo', 'gie']",5
onderpastoortjes,"['on', 'der', 'pas', 'toor', 'tjes']",5
schuifaf,"['schuif', 'af']",2
serveervak,"['ser', 'veer', 'vak']",3
schoten,"['scho', 'ten']",2
rookgasontzwavelingsinstallatie,"['rook', 'gas', 'ont', 'zwa', 've', 'lings', 'in', 'stal', 'la', 'tie']",10
familiekamer,"['fa', 'mi', 'lie', 'ka', 'mer']",5
meninkjes,"['me', 'nin', 'kjes']",3
brekebenen,"['bre', 'ke', 'be', 'nen']",4
betalingsmoraal,"['be', 'ta', 'lings', 'mo', 'raal']",5
bijwoord,"['bij', 'woord']",2
onereus,"['one', 'reus']",2
terugkomen,"['te', 'rug', 'ko', 'men']",4
drijfgas,"['drijf', 'gas']",2
scharde,"['schar', 'de']",2
metro,"['me', 'tro']",2
immaterieel,"['im', 'ma', 'te', 'ri', 'eel']",5
adar risjon,"['adar', 'ri', 'sjon']",3
senator,"['se', 'na', 'tor']",3
kazemat,"['ka', 'ze', 'mat']",3
pemfigus,"['pem', 'fi', 'gus']",3
Zuid-Ndebele,"['Zuid-Nde', 'be', 'le']",3
propyleenglycol,"['pro', 'py', 'leen', 'gly', 'col']",5
videoboodschap,"['vi', 'deo', 'bood', 'schap']",4
nu en dan,"['nu', 'en', 'dan']",3
polyinterpretabel,"['po', 'ly', 'in', 'ter', 'pre', 'ta', 'bel']",7
natrium,"['na', 'tri', 'um']",3
toegangsprijsjes,"['toe', 'gangs', 'prijs', 'jes']",4
spiegelglaasjes,"['spie', 'gel', 'glaas', 'jes']",4
afzoom,"['af', 'zoom']",2
angiografie,"['an', 'gio', 'gra', 'fie']",4
onderspit,"['on', 'der', 'spit']",3
vliegen af,"['vlie', 'gen', 'af']",3
echtbreken,"['echt', 'bre', 'ken']",3
fotoacademie,"['fo', 'to', 'aca', 'de', 'mie']",5
verdroogde,"['ver', 'droog', 'de']",3
ytterbium,"['yt', 'ter', 'bi', 'um']",4
vrouwtjeshond,"['vrouw', 'tjes', 'hond']",3
perfect,"['per', 'fect']",2
motregen,"['mot', 're', 'gen']",3
wreed,['wreed'],1
schakelaartje,"['scha', 'ke', 'laar', 'tje']",4
driemanschap,"['drie', 'man', 'schap']",3
notoriteit,"['no', 'to', 'ri', 'teit']",4
voorlopen,"['voor', 'lo', 'pen']",3
damhert,"['dam', 'hert']",2
bezingen,"['be', 'zin', 'gen']",3
